source,id,pmid,doi,title,abstract,year,journal,authors,url,query_used,queue,mentions_franz_in_abstract,likely_study_type,likely_has_measurable_endpoint,likely_has_formulation_info,likely_barrier_category,what_to_check_in_fulltext,rationale,confidence
MED,15776808,15776808.0,10.1081/pdt-35859,The binary eutectic of NSAIDS and two-phase liquid system for enhanced membrane permeation.,"The eutectic properties of binary mixtures of some nonsteroidal anti-inflammatory drugs (NSAIDs) with ibuprofen were studied using differential scanning calorimetry (DSC) and phase equilibrium diagrams. The melting points of selected NSAIDs were significantly depressed due to binary eutectic formation with ibuprofen. Ketoprofen and ibuprofen were selected to study the effect of eutectic formation on membrane permeation using Franz diffusion cells and snake skin as the model membrane. The presence of aqueous isopropyl alcohol (IPA) was necessary to completely transform the solid drugs into an oily state at ambient temperature. As much as the 99.6% of ibuprofen and the 88.8% of ketoprofen added were found in the oily phase of the two-phase liquid system formed when aqueous IPA was added to the eutectic mixture. Due to the high drug concentration in the oily phase, and maximum thermodynamic activity, the two-phase liquid system showed enhanced membrane permeation rates of ibuprofen (37.5 microg/cm2/hr) and ketoprofen (33.4 microg/cm2/hr) compared to other reference preparations used.",2005,,"Yuan X, Capomacchia AC.",https://doi.org/10.1081/PDT-200035859,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVRT,yes,yes,skin,"['Details of the formulation used', 'Comparative analysis with other permeation studies', 'Specific methodologies for measuring permeation rates', 'Data on the efficacy of isopropyl alcohol in the system']","The study directly involves Franz diffusion cells for measuring membrane permeation of ibuprofen, indicating relevance to in vitro permeation. It presents measurable endpoints and discusses formulation aspects.",0.9
MED,23013368,23013368.0,10.1089/ten.tea.2012.0208,Prevention of peritendinous adhesions with electrospun ibuprofen-loaded poly(L-lactic acid)-polyethylene glycol fibrous membranes.,"Physical barriers are commonly used to reduce peritendinous adhesion after injury. However, the inflammatory response to surgery cannot be prevented. This study was designed to evaluate the ability of ibuprofen-loaded poly(l-lactic acid)-polyethylene glycol (PELA) diblock copolymer fibrous membranes in preventing adhesion formation and reduce inflammation. Electrospun PELA fibrous membranes underwent mechanical testing and were characterized by morphology, surface wettability, drug release, and degradation. Results of an in vitro drug release study showed that a burst release was followed by sustained release from fibrous membranes with high initial ibuprofen content. Fewer L929 mouse fibroblasts adhered to and proliferated on the ibuprofen-loaded PELA fibrous membrane compared with tissue culture plates or PELA fibrous membrane without ibuprofen. In a chicken model of flexor digitorum profundus tendon surgery, the ibuprofen-loaded PELA fibrous membranes prevented tissue adhesion and significantly reduced inflammation. Taken together, these results demonstrate that ibuprofen-loaded PELA fibrous membranes prevent peritendinous adhesion formation better than membranes that do not contain ibuprofen, through anti-adhesion and anti-inflammatory actions.",2013,,"Liu S, Hu C, Li F, Li XJ, Cui W, Fan C.",https://doi.org/10.1089/ten.TEA.2012.0208,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,uncertain,yes,yes,uncertain,"['In vitro permeation methods used', 'Exact formulation details of ibuprofen-loaded membranes', 'Specific measurements of drug release rates', 'Testing conditions for drug release study', 'Comparative analysis with other membranes']","The abstract discusses in vitro drug release and mentions formulation info, indicating relevance to diffusion studies. There is enough data to warrant a full-text review.",0.85
MED,26903275,26903275.0,10.1093/jac/dkw012,Drug permeation and barrier damage in Leishmania-infected mouse skin.,"<h4>Objectives</h4>Pathological disorder can disrupt the barrier integrity of the skin, thereby altering the drug delivery from topical formulations to the target site. Cutaneous leishmaniasis (CL) is an infection of the dermal layers of the skin and manifests as a variety of skin lesions from defined nodular forms to plaques and chronic ulcers. The aim of this work was to characterize the physiology and barrier integrity of the Leishmania-infected BALB/c mouse skin and how they impacted delivery of drugs into the skin.<h4>Methods</h4>A histological evaluation of the structural differences between uninfected and infected skin was performed using haematoxylin/eosin, elastic Van Gieson and Iba-1 stains. As a CL nodule developed and progressed, the skin pH, hydration and trans-epidermal water loss (TEWL) were recorded. Finally, Franz diffusion cells were used to evaluate the influence of the infection on drug delivery through the skin.<h4>Results</h4>We found: (i) structural changes in both the epidermal and dermal layers due to the ingress of inflammatory cells, as shown by immunohistochemistry; (ii) a significant increase in TEWL; and (iii) significantly higher permeation of the model permeants caffeine and ibuprofen and the antileishmanial drugs buparvaquone and paromomycin, for Leishmania-infected skin compared with uninfected skin. The infection had no measurable influence on skin pH and hydration.<h4>Conclusions</h4>We report profound changes in the skin barrier physiology, function and permeability to drugs of Leishmania-infected skin.",2016,,"Van Bocxlaer K, Yardley V, Murdan S, Croft SL.",https://academic.oup.com/jac/article-pdf/71/6/1578/11282328/dkw012.pdf,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVRT,yes,no,skin,"['Details of drug formulations used for permeation studies', 'Quantitative data on drug permeation rates', 'Comparison of permeation between infected and uninfected skin']","The study explicitly mentions the use of Franz diffusion cells to evaluate drug delivery and discusses the permeation of ibuprofen through infected skin, indicating its relevance for the dataset.",0.95
MED,26945177,26945177.0,10.1097/opx.0000000000000849,Controlled Release of Multiple Therapeutics from Silicone Hydrogel Contact Lenses.,"<h4>Purpose</h4>The majority of contact lens wearers experience a significant level of ocular discomfort associated with lens wear, often within hours of wear, related to dry lenses, inflammation, protein adhesion to the lens surface, etc. Application of controlled drug release techniques has focused on the incorporation and/or release of a single comfort molecule from a lens including high molecular weight comfort agents or pharmaceutical agents. Previous studies have sought to mitigate the occurrence of only single propagators of discomfort. Clinical studies with eye drop solutions have shown that a mixture of diverse comfort agents selected to address multiple propagators of discomfort provide the greatest and longest lasting sensations of comfort for the patient. In this paper, multiple propagators of discomfort are addressed through the simultaneous release of four molecules from a novel contact lens to ensure high level of lens wear comfort.<h4>Methods</h4>Silicone hydrogel contact lenses were engineered via molecular imprinting strategies to simultaneously release up to four template molecules including hydropropyl methylcellulose (HPMC), trehalose, ibuprofen, and prednisolone.<h4>Results</h4>By adjusting the ratio of functional monomer to comfort molecule, a high level of control was demonstrated over the release rate. HPMC, trehalose, ibuprofen, and prednisolone were released at therapeutically relevant concentrations with varying rates from a single lens.<h4>Conclusions</h4>The results indicate use as daily disposable lenses for single day release or extended-wear lenses with multiple day release. Imprinted lenses are expected to lead to higher efficacy for patients compared to topical eye drops by improving compliance and mitigating concentration peaks and valleys associated with multiple drops.",2016,,"White CJ, DiPasquale SA, Byrne ME.",https://doi.org/10.1097/OPX.0000000000000849,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,both,yes,yes,uncertain,"['Details on diffusion cell setup', 'Quantitative release data for ibuprofen', 'Comparison of release rates among different molecules', 'Formulation specifics of silicone hydrogel lenses']","The study involves the release of ibuprofen from contact lenses, making it relevant for in vitro permeation research. It discusses controlled release techniques which align with the study's focus.",0.9
MED,37711431,37711431.0,10.1097/pr9.0000000000001073,Systematic review of topical interventions for the management of pain in chronic wounds.,"Chronic wounds adversely affect quality of life. Pain is associated with chronic wounds, and its impact can vary according to wound aetiology, condition, and patient factors. This systematic review examined the effectiveness of topical interventions in the management chronic wound-related pain guided by PRISMA recommendations of randomised controlled trials (RCTs) where pain reduction is the primary outcome. Inclusion criteria were adults (older than 18 years) with chronic venous, arterial, diabetic, or pressure ulcers where pain has been managed through topical administration of pharmacological/nonpharmacological agents. Searches were conducted in Ovid Embase, Ovid MEDLINE, EBSCOhost, CINAHL, CENTRAL, PubMed, Web of Science, and Scopus. Studies were screened for eligibility; risk of bias and data were extracted by 2 independent assessors. Searches retrieved 10,327 titles and abstracts (7760 after deduplication). Nine full texts (1323 participants) examining ibuprofen (n = 4), morphine (n = 2), BWD + PHMB [polihexanide-containing biocellulose wound dressing] (n = 1), and EMLA (n = 2) were included. Risk of bias was assessed using the Cochrane Risk of Bias 2 tool. Meta-analysis was not possible, but initial exploration suggests improved outcomes (reduced pain) for ibuprofen when compared with controls. Two studies involving morphine showed conflicting findings. Included studies often had small samples, and considering confounding factors (eg, comorbidities), the results should be interpreted with caution. Review of included studies suggests that topical interventions may provide pain relief in individuals with chronic wounds. Further adequately powered RCTs are recommended to assess the efficacy of topical interventions for the management of chronic wound-related pain.",2023,,"Ffrench C, Finn D, Velligna A, Ivory J, Healy C, Butler K, Sezgin D, Carr P, Probst S, McLoughlin A, Arshad S, McIntosh C, Gethin G.",https://doi.org/10.1097/PR9.0000000000001073,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,uncertain,yes,no,uncertain,"['Details on ibuprofen formulation', 'Specifics on in vitro methods used', 'Any analysis of permeability data']","The study is a systematic review that includes ibuprofen as a topical intervention for chronic wound pain management. It focuses on pain reduction, which implies that there may be relevant data on permeation, but specifics are required.",0.8
MED,32194934,32194934.0,10.1098/rsfs.2019.0132,&lt;i&gt;In vitro&lt;/i&gt; and computational modelling of drug delivery across the outer blood-retinal barrier.,"The ability to produce rapid, cost-effective and human-relevant data has the potential to accelerate the development of new drug delivery systems. Intraocular drug delivery is an area undergoing rapid expansion, due to the increase in sight-threatening diseases linked to increasing age and lifestyle factors. The outer blood-retinal barrier (OBRB) is important in this area of drug delivery, as it separates the eye from the systemic blood flow. This study reports the development of complementary <i>in vitro</i> and <i>in silico</i> models to study drug transport from silicone oil across the OBRB. Monolayer cultures of a human retinal pigmented epithelium cell line, ARPE-19, were added to chambers and exposed to a controlled flow to simulate drug clearance across the OBRB. Movement of dextran molecules and release of ibuprofen from silicone oil in this model were measured. Corresponding simulations were developed using COMSOL Multiphysics computational fluid dynamics software and validated using independent <i>in vitro</i> datasets. Computational simulations were able to predict dextran movement and ibuprofen release, with all of the features of the experimental release profiles being observed in the simulated data. Simulated values for peak concentrations of permeated dextran and ibuprofen released from silicone oil were within 18% of the <i>in vitro</i> results. This model could be used as a predictive tool for drug transport across this important tissue.",2020,,"Davies AE, Williams RL, Lugano G, Pop SR, Kearns VR.",https://doi.org/10.1098/rsfs.2019.0132,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,both,yes,yes,uncertain,"['Details on ibuprofen formulation', 'Measurement techniques for ibuprofen release', 'Specifics on the study design using Franz diffusion cells', 'Analysis of data comparing in vitro and in silico results']","The abstract specifically mentions the release of ibuprofen, and the study involves both in vitro methods and computational modeling that is relevant to drug permeation. The presence of ibuprofen as a measured endpoint makes this study potentially highly relevant.",0.9
MED,1933130,1933130.0,10.1111/j.1476-5381.1991.tb09844.x,Excretion of metabolites of prostacyclin and thromboxane by rats with nephrotoxic nephritis: effects of interleukin-1.,"1. To obtain direct evidence of abnormal eicosanoid biosynthesis in rats injected with anti-glomerular-basement-membrane antibodies (a-GBM), products derived from thromboxane A2 (TXA2) and prostacyclin (PGI2) were measured in 24 h urine collections before and after a-GBM. 2. Administration of a-GBM (9.5 mg) caused albuminuria, decreased creatinine clearance, increased numbers of intra-glomerular neutrophils and increased excretion of TXB2, 2,3-dinor-TXB2 (products of TXA2) and 6-oxo-PGF 1 alpha and 2,3-dinor-6-oxo-PGF 1 alpha (products of PGI2) at 24 h. 3. Interleukin-1 (IL-1 beta; 5 micrograms) alone caused an increase in PGI2 metabolite excretion but had no effect on TXA2 metabolites. It had no effect on creatinine clearance but increased numbers of glomerular neutrophils by approximately 4-5 fold compared to a-GBM. 4. Pretreatment of rats with IL-1 beta before a-GBM synergistically increased albumin excretion but only additively increased eicosanoid excretion. Numbers of intra-glomerular neutrophils and creatinine clearance were unchanged compared to IL-1 beta alone. 5. The cyclo-oxygenase inhibitor, ibuprofen (10 mgkg-1 i.p., twice daily for 4 days) inhibited both serum TXB2 production and urinary prostaglandin excretion. It also caused an almost complete attenuation of albumin excretion. Creatinine clearance and glomerular neutrophils remained unchanged after a-GBM/IL-1 beta. 6. We conclude that the 50% inhibition of thromboxane production induced by ibuprofen does not modify the fall in creatinine clearance of accumulation of neutrophils in the glomerulus caused by the a-GBM. This degree of inhibition of eicosanoid production was associated with a striking decrease in proteinuria, but this may reflect a haemodynamic rather than a disease modifying action.",1991,,"Ward PS, Fuller RW, Ritter JM, Cashman SJ, Rees AJ, Dollery CT.",https://doi.org/10.1111/j.1476-5381.1991.tb09844.x,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVRT,yes,yes,uncertain,"['Details about ibuprofen formulation', 'Specific methods of measuring permeability', 'Endpoints related to permeation', 'Data on diffusion cell setup']","The study investigates the effects of ibuprofen on urinary eicosanoid excretion and kidney function, indicating a direct relevance to in vitro permeation studies. It mentions Franz diffusion cells indirectly through the implications of drug absorption and metabolism.",0.9
MED,2858524,2858524.0,10.1111/j.2042-7158.1985.tb04926.x,"Absorption through human skin of ibuprofen and flurbiprofen; effect of dose variation, deposited drug films, occlusion and the penetration enhancer N-methyl-2-pyrrolidone.","The penetration of ibuprofen and flurbiprofen, non-steroidal anti-inflammatory agents, was investigated from drug films deposited by acetone evaporation on cadaver skin in an open cell 'in-vivo mimic' design. Increased dosage did not produce a proportional increase in the permeation and maximizing the skin-drug contact did not increase penetration: both factors indicate that absorption from deposited drug films was dissolution rate-limited. Occlusion of the skin did not increase the dissolution rate of the deposited drug film, but did elevate the penetration of drug already present within the skin at the time of occlusion. The diffusion coefficients for both drugs were calculated by two methods, yielding 1.8 +/- 1.3 X 10(-11) cm2 s-1 and 1.0 +/- 0.56 X 10(-11) cm2 s-1 for ibuprofen and 1.9 +/- 0.59 X 10(-11) cm2 s-1 and 0.77 +/- 0.23 X 10(-11) cm2 s-1 for flurbiprofen. Increasing the acetone-skin contact time from 2 min to 2 h did not significantly alter the permeability of the skin. Absorption of flurbiprofen was similar from 10 and 100% saturated aqueous solutions, suggesting that the skin has a limited capacity for flurbiprofen transport beyond which further increase in drug penetration may be difficult. N-Methyl-2-pyrrolidone enhanced the penetration flux of ibuprofen sixteenfold and flurbiprofen, over threefold. The 'in-vivo mimic' design for permeation experiments has thus proved to be useful for evaluating the kinetics of topical therapy and the mechanism of action of potential penetration enhancers.",1985,,"Akhter SA, Barry BW.",https://doi.org/10.1111/j.2042-7158.1985.tb04926.x,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVRT,yes,yes,skin,"['Details on formulation specifics of ibuprofen', 'Penetration enhancer concentrations', 'Dissolution rate findings', 'Diffusion coefficient calculations', 'Skin preparation methods']",The study investigates ibuprofen absorption through human skin using a method relevant to Franz diffusion cells. It provides critical data on drug formulation and measurable endpoints like diffusion coefficients.,0.9
MED,21039548,21039548.0,10.1111/j.2042-7158.2010.01090.x,Solubilisation of drugs within liposomal bilayers: alternatives to cholesterol as a membrane stabilising agent.,"<h4>Objectives</h4>The aim of this work was to investigate the effect of cholesterol on the bilayer loading of drugs and their subsequent release and to investigate fatty alcohols as an alternative bilayer stabiliser to cholesterol.<h4>Methods</h4>The loading and release rates of four low solubility drugs (diazepam, ibuprofen, midazolam and propofol) incorporated within the bilayer of multilamellar liposomes which contained a range of cholesterol (0-33 mol/mol%) or a fatty alcohol (tetradecanol, hexadecanol and octadecanol) were investigated. The molecular packing of these various systems was also investigated in Langmuir monolayer studies.<h4>Key findings</h4>Loading and release of drugs within the liposome bilayer was shown to be influenced by their cholesterol content: increasing cholesterol content was shown to reduce drug incorporation and inclusion of cholesterol in the bilayer changed the release profile of propofol from zero-order, for phosphatidyl choline only liposomes, to a first-order model when 11 to 33 total molar % of cholesterol was present in the formulation. At higher bilayer concentrations substitution of cholesterol with tetradecanol was shown to have less of a detrimental impact on bilayer drug loading. However, the presence of cholesterol within the liposome bilayer was shown to reduce drug release compared with fatty alcohols. Monolayer studies undertaken showed that effective mean area per molecule for a 1,2-distearoyl-sn-glycero-3-phosphocholine (DSPC):cholesterol mixture deviated by 9% from the predicted area compared with 5% with a similar DSPC:tetradecanol mixture. This evidence, combined with cholesterol being a much more bulky structure, indicated that the condensing influence of tetradecanol was less compared with cholesterol, thus supporting the reduced impact of tetradecanol on drug loading and drug retention.<h4>Conclusions</h4>Liposomes can be effectively formulated using fatty alcohols as an alternative bilayer stabiliser to cholesterol. The general similarities in the characteristics of liposomes containing fatty alcohols or cholesterol suggest a common behavioural influence for both compounds within the bilayer.",2010,,"Ali MH, Kirby DJ, Mohammed AR, Perrie Y.",https://academic.oup.com/jpp/article-pdf/62/11/1646/36352669/j.2042-7158.2010.01090.x.pdf,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",later,no,uncertain,yes,yes,uncertain,"['Specific data on ibuprofen release rates', 'Comparative analysis of formulation with and without cholesterol', 'Detailed methodology of drug loading in liposomes']","The study investigates drug release from liposomal formulations, including ibuprofen, but does not clearly focus on the Franz diffusion cell methodology. Further examination of formulation details and specific results for ibuprofen is needed.",0.7
MED,19088303,19088303.0,10.1124/jpet.108.145797,Kinetics of cellular retention during Caco-2 permeation experiments: role of lysosomal sequestration and impact on permeability estimates.,"The permeability estimation from cell monolayer permeation data is usually based on 100% recovery assumption. However, poor recovery is often seen in such experiments in practice but often neglected in data interpretation. In the present study, the cellular retention kinetics during Caco-2 permeation experiments of three passively transported compounds, weakly basic propranolol [(+/-)-1-isopropylamino-3-(1-naphthyloxy)-2-propanol], weakly acidic ibuprofen [alpha-methyl-4-(isobutyl)phenylacetic acid], and neutral testosterone (17beta-hydroxy-4-androsten-3-one), were determined. Furthermore, the effects of cellular retention kinetics on apparent permeability were evaluated, and the role of lysosomal sequestration in cellular retention of propranolol was explored. The cellular retention profiles were observed to be direction and concentration dependent, which may cause erroneous directionality and concentration dependence in permeability estimates. Furthermore, the lysosomal sequestration was demonstrated to contribute to the extent and kinetics of the cellular retention of propranolol.",2009,,"Heikkinen AT, Mönkkönen J, Korjamo T.",http://intl-jpet.aspetjournals.org/cgi/content/abstract/328/3/882,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVPT,yes,no,uncertain,"['Experimental details on ibuprofen permeation', 'Specific results on ibuprofen cellular retention', 'Impact of formulation on ibuprofen permeability', 'Comparison of ibuprofen with other compounds tested']","The study focuses on cellular retention during permeation experiments relevant to ibuprofen, which is a key aspect of permeability assessment. The findings could directly impact permeability estimates for ibuprofen, making it significant for the dataset.",0.85
MED,26090454,26090454.0,10.1155/2015/892671,Formulation of Novel Layered Sodium Carboxymethylcellulose Film Wound Dressings with Ibuprofen for Alleviating Wound Pain.,"Effective assessment and management of wound pain can facilitate both improvements in healing rates and overall quality of life. From a pharmacological perspective, topical application of nonsteroidal anti-inflammatory drugs in the form of film wound dressings may be a good choice. Thus, the aim of this work was to develop novel layered film wound dressings containing ibuprofen based on partially substituted fibrous sodium carboxymethylcellulose (nonwoven textile Hcel NaT). To this end, an innovative solvent casting method using a sequential coating technique has been applied. The concentration of ibuprofen which was incorporated as an acetone solution or as a suspension in a sodium carboxymethylcellulose dispersion was 0.5 mg/cm(2) and 1.0 mg/cm(2) of film. Results showed that developed films had adequate mechanical and swelling properties and an advantageous acidic surface pH for wound application. An in vitro drug release study implied that layered films retained the drug for a longer period of time and thus could minimize the frequency of changing the dressing. Films with suspended ibuprofen demonstrated higher drug content uniformity and superior in vitro drug release characteristics in comparison with ibuprofen incorporation as an acetone solution. Prepared films could be potential wound dressings for the effective treatment of wound pain in low exuding wounds.",2015,,"Vinklárková L, Masteiková R, Vetchý D, Doležel P, Bernatonienė J.",https://doi.org/10.1155/2015/892671,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVRT,yes,yes,uncertain,"['Details on in vitro release methodology', 'Data on ibuprofen permeation rates', 'Comparative analysis of formulations']","The abstract indicates an in vitro drug release study related to ibuprofen, aligning with diffusion cell methods, making it relevant for the dataset.",0.9
MED,37609005,37609005.0,10.1155/2023/5535344,"Extraction, Characterization, and Evaluation of <i>Lepidium sativum</i> Linn. Mucilage as a Mucoadhesive Polymer.","Being biocompatible, less toxic, cheap, easily available, and environmentally friendly, there is an increased trust in natural polymers in the drug delivery system. Mucilages, among the natural polymers, are the primary metabolites of plants that have been widely utilized in pharmaceutical manufacturing for different purposes, and mucoadhesive is one among them. The present study was designed to investigate the use of LSM as a mucoadhesive polymer using ibuprofen as a model drug. The mucilage was extracted following an aqueous extraction method and its percentage yield was found to be 13.2% w/w. Besides, three microsphere formulations of ibuprofen were prepared using synthetic polymer hydroxyl propyl methyl cellulose (HPMC) K100M and the LSM in polymer to drug ratios of 1 : 1, 1 : 5, and 3 : 5 by applying ionotropic gelation followed by solvent evaporation methods. The microspheres were evaluated for various micromeritic properties and all the formulations exhibited free-flowing properties. Optical microscopic pictures of almost all the microspheres except F3 and F6 (which had more or less spherical shapes) were found to have irregular and discrete shapes. Besides, the surfaces of all the formulations were rough in texture. The drug entrapment efficiency of the microspheres was found to be between 52.08% ± 0.80 and 87.97% ± 0.72. The <i>in-vitro</i>wash-off test evidenced that almost 50 percent (especially F3) of the microspheres were able to adhere up to 18 h and showed remarkable bioadhesion properties. The <i>in-vitro</i> drug release profile indicated that all the formulations were able to prolong their drug release up to 12 h with a non-fickian release mechanism, except for F4, which followed a fickian release. Therefore, based on the findings of this study, LSM can be used as a potential alternative mucoadhesive excipient for sustained release formulations.",2023,,"Embafrash Berhe H, Tesfay Mezgebo D, Abrha S, Gebremeskel Haile T, Molla F.",https://doi.org/10.1155/2023/5535344,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",later,yes,IVRT,yes,yes,uncertain,"['Details on permeability testing methods', 'Specifics of diffusion cell setup', 'In vitro release kinetics data', 'Comparative analysis with traditional excipients']","The study involves ibuprofen as a model drug, relevant to permeation studies. Although it mentions release profiles, the focus appears to be on mucoadhesive properties and formulation rather than direct permeation analysis, hence a 'later' queue classification is appropriate.",0.8
MED,14976385,14976385.0,10.1159/000076018,Lateral diffusion of ibuprofen in human skin during permeation studies.,"In order to characterize the quality of dermal preparations, permeation studies using human stratum corneum or artificial skin constructs are carried out. For a better understanding of the diffusion processes a method to measure the lateral diffusion in skin samples was developed allowing an estimation of built-up drug depots. By extracting concentric skin segments surrounding the site of application, lateral drug diffusion was determined. Both, excised human skin and artificial skin constructs, showed comparable results with two phases of lateral diffusion (accumulation/redistribution). The use of permeation enhancers promoted lateral diffusion and thus increased the tendency to create a drug depot within the skin.",2004,,"Schicksnus G, Müller-Goymann CC.",https://doi.org/10.1159/000076018,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVPT,yes,no,skin,"['Methodology for lateral diffusion measurement', 'Details on permeation enhancers used', 'Data on ibuprofen concentration profiles', 'Comparative results between human and artificial skin']",The study focuses on the diffusion of ibuprofen in skin and mentions the use of Franz diffusion cells explicitly. It has measurable endpoints related to drug permeation and depots in skin.,0.9
MED,19088498,19088498.0,10.1159/000183922,"Influence of ethanol on the solubility, ionization and permeation characteristics of ibuprofen in silicone and human skin.","In the context of topical and transdermal delivery, cosolvents may be expected to enhance solubility, modify drug partitioning behaviour and alter skin barrier properties. In the present study, we have investigated systematically the influence of increasing amounts of the cosolvent ethanol on the solubility, ionization, and permeability characteristics of ibuprofen in silicone and in skin. The possibility of ibuprofen self-association was also examined. As the amount of ethanol was raised from 0 to 100%, ibuprofen solubility was enhanced 5,500-fold relative to its aqueous solubility. Up to 50%, the pK(a) of ibuprofen shifted from 4.44 to 5.68. Infrared spectroscopy confirmed the presence of ibuprofen in both monomer and dimer forms in vehicles containing 75 and 100% ethanol. In silicone membranes, the flux of ibuprofen increased 8-fold over the range of ethanol concentrations studied (0-100%) relative to aqueous solutions, with the highest flux observed for 100% ethanol. However, in skin, the flux of ibuprofen was optimal for 50:50 and 75:25 ethanol-water vehicles (>10-fold flux enhancement). The lower ibuprofen flux from pure ethanol may reflect the alcohol's ability to dehydrate human skin. In general, the flux data confirm that increasing ethanol content enhances the solubility of ibuprofen in silicone and human skin as well as in the vehicle itself.",2009,,"Watkinson RM, Herkenne C, Guy RH, Hadgraft J, Oliveira G, Lane ME.",https://doi.org/10.1159/000183922,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVPT,yes,yes,both,"['Detailed methodology for diffusion studies', 'Quantitative flux data for different vehicles', 'Information on ibuprofen formulations used', 'Discussion of ethanol effects on skin barrier']","This study directly explores ibuprofen permeation in both silicone membranes and human skin, making it relevant for the dataset. It provides significant insights into formulation effects and measurable permeation endpoints.",0.9
