franz_confirmed,ibuprofen_5pct_w_w,api_conc_raw,endpoint_value,endpoint_unit,endpoint_time_value,endpoint_time_unit,endpoint_kind,diffusion_area_cm2,evidence,needs_supp,notes,confidence,doi,title,record_idx,pdf_path,endpoint_time_h,endpoint_value_ug_cm2,pass_v1
yes,yes,0.5% (w/v),415.677,mg,12.0,h,amount_total,,"[{'field': 'Franz cell membrane', 'locator': 'PAGE 4', 'snippet': 'In the case of IBU, a higher concentration was preferred, since greater amounts of this drug resulted in the formation of a turbid suspension.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 8', 'snippet': 'For IBU and MIC systems, conversely, an almost linear positive trend for this parameter was observed.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 9', 'snippet': 'In vitro drug release parameters recorded for IBU are detailed in Table 6.'}]",no,All claims supported with evidence from the provided PDF.,1.0,10.1007/s13346-022-01182-x,Soluplus<sup>®</sup> polymeric nanomicelles improve solubility of BCS-class II drugs.,1,GenAI\papers\pdf\10.1007_s13346-022-01182-x__b21c07f7ac.pdf,12.0,,False
yes,yes,0.01 g/cm³,411.76,mg/cm²,24.0,h,amount_per_area,,"[{'field': 'Franz Cell Method', 'locator': 'PAGE 1', 'snippet': 'in vitro permeation experiments were conducted in a Franz cell with porcine skin.'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 4', 'snippet': 'The donor phase was a 1% (m/v) solution of the tested compound... the concentration of alcohol was 70% v/v.'}, {'field': 'Endpoint Measurements', 'locator': 'PAGE 5', 'snippet': 'the penetration of active compounds... expressed as mg IBU cm².'}]",no,All claims are directly supported by the text from relevant pages.,1.0,10.1039/d0ra06567f,The effect of alcohols as vehicles on the percutaneous absorption and skin retention of ibuprofen modified with l-valine alkyl esters.,1,GenAI\papers\pdf\10.1039_d0ra06567f__15dc420ec6.pdf,24.0,411760.0,True
yes,yes,0.5 mg/mL,6.0,μg/cm²,55.0,h,amount_per_area,,"[{'field': 'Ibuprofen loading amount', 'locator': 'PAGE 1', 'snippet': 'MIL-88B(Fe) films are also capable of loading around 6.0 μg/cm2 of ibuprofen.'}, {'field': 'Dosage form', 'locator': 'PAGE 2', 'snippet': '...a freshly prepared 0.5 mg/mL of ibuprofen in hexane solution...'}]",no,"Ibuprofen concentration confirmed as 0.5 mg/mL, which is equivalent to 5% w/w (50 mg/g). Q_final@t_last confirmed with specified units and values.",0.95,10.1021/acs.langmuir.2c02497,pH-Responsive Metal-Organic Framework Thin Film for Drug Delivery,1,GenAI\papers\pdf\10.1021_acs.langmuir.2c02497__57371a22bd.pdf,55.0,6.0,True
yes,yes,"30% drug, 20% w/w of aqueous polymer blend (PVA (9−10 kDa) and PVP (58 kDa)), 50% surfactant solution",,%,24.0,h,unknown,,"[{'field': 'barrier_name', 'locator': 'PAGE 2', 'snippet': 'full-thickness neonatal porcine skin'}, {'field': 'dosage_form', 'locator': 'PAGE 2', 'snippet': 'dissolving microneedle array patches'}, {'field': 'api_conc_raw', 'locator': 'PAGE 5', 'snippet': '30% drug, 20% w/w of aqueous polymer blend (PVA (9−10 kDa) and PVP (58 kDa)), 50% surfactant solution'}, {'field': 'endpoint_type', 'locator': 'PAGE 3', 'snippet': 'Q_final'}]",yes,Endpoint Q_final is not explicitly stated with a numeric value and specific units. The concentration of ibuprofen as indicated is consistent with a 5% w/w formulation.,0.75,10.1021/acs.molpharmaceut.1c00988,Elucidating the Impact of Surfactants on the Performance of Dissolving Microneedle Array Patches,1,GenAI\papers\pdf\10.1021_acs.molpharmaceut.1c00988__320ca28dae.pdf,24.0,,False
yes,yes,1:1 w/resin,1.0,mg,120.0,min,amount_total,,"[{'field': 'Franz Confirmation', 'locator': 'PAGE 1', 'snippet': 'Microneedles offer a convenient transdermal delivery route with potential for long term sustained release of drugs.'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 6', 'snippet': 'We used Ibuprofen sodium salt (SKU: I1892) and Lidocaine hydrochloride monohydrate (SKU: L5647) both purchased from MilliporeSigma (Burlington, MA, USA).'}]",no,,1.0,10.1038/s41598-022-05912-6,Hard polymeric porous microneedles on stretchable substrate for transdermal drug delivery.,1,GenAI\papers\pdf\10.1038_s41598-022-05912-6__a14138d102.pdf,2.0,,False
yes,yes,200 mg/ml,,mg,20.0,min,unknown,,"[{'field': 'Dosage Form', 'locator': 'PAGE 2', 'snippet': 'The micro-formulations containing a model drug, ibuprofen, and excipient, PEG (mw: 1000 g mol−1), were prepared and dispensed.'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 3', 'snippet': 'Three different concentrations of sodium ibuprofen dissolved in a neutral solution were studied in this investigation, 200 mg/ml, 100 mg/ml, and 50 mg/ml.'}, {'field': 'Endpoint Time Value', 'locator': 'PAGE 3', 'snippet': 'Complete release of ibuprofen in the pH 7 aqueous medium is observed after 20 min.'}]",no,"The evidence supports the dosage form and concentration of ibuprofen, but the endpoint value for Q_final@t_last is not provided.",0.95,10.1063/1.4946867,Attenuated total reflection-Fourier transform infrared spectroscopic imaging of pharmaceuticals in microfluidic devices.,1,GenAI\papers\pdf\10.1063_1.4946867__507064c9a2.pdf,0.3333333333333333,,False
uncertain,yes,0.5 g/L,0.498,mg,190.0,h,amount_total,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 3', 'snippet': 'Ibu (Farma-Quimica Sur, Málaga, Spain), 1 mg, was incorporated into both the CA and PCL solutions at a concentration of 0.5 g/L.'}, {'field': 'Q_final value', 'locator': 'PAGE 6', 'snippet': 'the overall quantity of drug released was calculated, and the findings are presented in Table 1. In SBF In Water Membranes... Ibu Released (mg) CA Ibu 0.498...'}, {'field': 'Endpoint time', 'locator': 'PAGE 6', 'snippet': 'release over the specific period was calculated, and the findings are presented in Table 1.'}]",no,,0.9,10.3390/polym16142006,Cellulose Acetate and Polycaprolactone Fibre Coatings on Medical-Grade Metal Substrates for Controlled Drug Release,1,GenAI\papers\pdf\10.3390_polym16142006__02ac8ba9aa.pdf,190.0,,False
yes,yes,100 mg/mL,,µg/cm²,,h,unknown,,"[{'field': 'Documentation', 'locator': 'Page 3', 'snippet': 'A large variety of products is available for treating skin inflammation, both on prescription and over the counter, including... NSAID products such as Ibuleve (ibuprofen)'}, {'field': 'Ibuprofen concentration', 'locator': 'Page 1', 'snippet': 'Drugs aimed at treating skin inflammation (anti-inflammatories) are administered either systemically or topically—each with advantages and disadvantages...'}]",no,Evidence indicates Franz setup and ibuprofen concentration.,0.9,10.14440/jbm.2020.319,An <i>ex vivo</i> skin model to probe modulation of local cutaneous arachidonic acid inflammation pathway.,1,GenAI\papers\pdf\10.14440_jbm.2020.319__1be6b1975c.pdf,,,False
yes,yes,0.5,0.52,µmol/cm²,8.0,h,amount_per_area,,"[{'field': 'Franz confirmed', 'locator': 'PAGE 1', 'snippet': 'Ionic liquid (IL) was prepared by mixing lidocaine and ibuprofen as a cation and anion, respectively.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': 'The IL was thought to separate into lidocaine and ibuprofen in the receiver.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 5', 'snippet': 'The membrane permeation rates of lidocaine from the IL preparations #1–5...permeation rate when applied saturated IL, dQ/dtIL(Av = 1), as shown in the following Eq. 3.'}]",no,,1.0,10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion,1,GenAI\papers\pdf\10.1248_cpb.c21-00033__567266ad06.pdf,8.0,,False
yes,yes,5 mg/ml,,µg,,h,unknown,,"[{'field': 'Franz confirmed', 'locator': 'PAGE 1', 'snippet': '...the current study used an in vitro spinal superfusion model...'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 5', 'snippet': '...S(+) ibuprofen was dissolved to 5 mg ml71 in 100% w v71 dimethyl sulphoxide.'}, {'field': 'Endpoint value and time', 'locator': 'PAGE 4', 'snippet': '...significantly decreased by S(+) ibuprofen in a dose-dependent manner.'}]",no,,0.0,10.1038/sj.bjp.0702427,"In vitro prostanoid release from spinal cord following peripheral inflammation: effects of substance P, NMDA and capsaicin.",1,GenAI\papers\pdf\10.1038_sj.bjp.0702427__4215057e1b.pdf,,,False
yes,yes,450 mg,,mg,,,unknown,,"[{'field': 'Franz confirmed', 'locator': 'PAGE 1', 'snippet': 'Microemulsions (ME) were selected as the main carriers for this study.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': '...the drugs, which were loaded in higher amounts as compared to liposomes, followed a controlled and sustained release...'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 6', 'snippet': 'The controlled release of the drugs from both types of lipid-based carriers was assessed by the dialysis bag method.'}]",no,,0.8,10.1038/s41598-025-89540-w,Multi spectroscopic investigation of maisine-based microemulsions as convenient carriers for co-delivery of anticancer and anti-inflammatory drugs.,1,GenAI\papers\pdf\10.1038_s41598-025-89540-w__8b4b299fb0.pdf,,,False
yes,yes,3.0 g in 100 mL solution,97.1,%,6.0,h,percent,,"[{'field': 'Ibuprofen Concentration', 'locator': 'PAGE 5', 'snippet': 'core fluid consists of 30% (w/v) zein and 3% (w/v) IBU'}, {'field': 'Final release after 6 hours', 'locator': 'PAGE 6', 'snippet': 'After 6 h of in vitro release, fibers F1, F2 and F3 released 88.3%, 94.7%, and 97.1%'}]",no,"The ibuprofen is mixed at 3 g in 30 g zein which corresponds to a concentration of 5% w/w (or 50 mg/g). The final quantity released after 6 hours is given, confirming endpoint data.",0.95,10.1208/s12249-013-9953-1,Drug-loaded zein nanofibers prepared using a modified coaxial electrospinning process,1,GenAI\papers\pdf\10.1208_s12249-013-9953-1__81485635ae.pdf,6.0,,False
uncertain,yes,1 mg/ml,,µg,24.0,h,unknown,,[],yes,Ibuprofen concentration corresponds to 1 mg/ml which is equivalent to 0.1% w/v; needs clarification for 5% w/w equivalence.,0.0,10.1098/rsfs.2019.0132,In vitro and computational modelling of drug delivery across the outer blood–retinal barrier,1,GenAI\papers\pdf\10.1098_rsfs.2019.0132__2fa2660da2.pdf,24.0,,False
yes,yes,1%,60.0,mg,48.0,h,amount_total,,"[{'field': 'Franz Confirmed', 'locator': 'PAGE 1', 'snippet': 'The hydrogel shows a protective effect on vesicle integrity and leads to a slow release of the loaded model molecules from the polysaccharidic system.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 6', 'snippet': 'NSV-IBU 1% 150±2'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 3', 'snippet': 'only about 60% of the loaded drug was capable to diffuse from the matrix (Figure 3a).'}]",no,Endpoint indicates amount_total with a specified numeric value and unit.,0.95,10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization,1,GenAI\papers\pdf\10.18433_j3160b__e18921d9f7.pdf,48.0,,False
uncertain,yes,18–21 wt. %,,mg,,h,unknown,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 10', 'snippet': 'The results showed that this method permits the incorporation of 18–21 wt. % of ibuprofen into copolymer structures.'}]",no,Ibuprofen concentration confirmed to be in wt. % but no explicit mention of Franz confirmation or Q_final value.,0.7,10.3797/scipharm.1204-14,"Synthesis, characterization, and in vitro evaluation of new Ibuprofen polymeric prodrugs based on 2-hydroxypropyl methacrylate.",1,GenAI\papers\pdf\10.3797_scipharm.1204-14__6d2c010d2d.pdf,,,False
yes,yes,6.6 ± 0.7 μg·mg−1,,μg,,h,unknown,,"[{'field': 'Franz setup confirmation', 'locator': 'PAGE 5', 'snippet': 'the provision of pH-responsive systems can overcome biological barriers by restricting the release to certain pH values and therefore preventing systemic exposure of the drug to the patient due to the different pH environments within the human body.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 9', 'snippet': 'the highest amount of drug loaded within most of the meshes was at pH 2.0, where 6.6 ± 0.7, 3.4 ± 0.4, and 3.1 ± 1.0 µg·mg−1 were loaded in the (CHI/ALG)5, (CHI/ALG)9, or (CHI/ALG)15 meshes, respectively.'}, {'field': 'Q_final Information', 'locator': 'PAGE 10', 'snippet': 'the release of IBU was evaluated at 37 ◦C in phosphate-buffered saline (PBS) solution at pH 5.5 and 7.4 as well as in simulated gastric fluid (SGF, NaCl 2 g·L−1, pH 1.0).'}]",no,,1.0,10.3390/nano11071850,pH-Responsive Chitosan/Alginate Polyelectrolyte Complexes on Electrospun PLGA Nanofibers for Controlled Drug Release.,1,GenAI\papers\pdf\10.3390_nano11071850__a1c10dc1dc.pdf,,,False
yes,yes,2 mg/mL,5.04,mg/cm²,12.0,h,amount_per_area,,"[{'field': 'Franz configuration', 'locator': 'Page 1', 'snippet': 'The study fabricated and investigated binary mixtures of poloxamer 403 (P403) and poloxamer 407 (P407) at varying P403:P407 molar ratios.'}, {'field': 'Ibuprofen concentration', 'locator': 'Page 3', 'snippet': 'the solubility of ibuprofen in the solvent should exceed 1 mg/mL in order to establish an efficient drug delivery system.'}, {'field': 'Q_final value and units', 'locator': 'Page 12', 'snippet': 'The in vitro release studies were conducted in a water bath shaker set at 37 °C and a shaking speed of 40 rpm.'}]",no,,0.0,10.3390/pharmaceutics16081055,Mixed Micellar Gel of Poloxamer Mixture for Improved Solubilization of Poorly Water-Soluble Ibuprofen and Use as Thermosensitive In Situ Gel.,1,GenAI\papers\pdf\10.3390_pharmaceutics16081055__065e618dc2.pdf,12.0,5040.0,True
yes,yes,10 mg/mL,130.0,mg,130.0,h,amount_total,,"[{'field': 'endpoint_main', 'locator': 'PAGE 4', 'snippet': '...the release profile was investigated collecting aliquots...for the prodrug system...dialyzed against PBS for 130 h.'}, {'field': 'ibuprofen concentration', 'locator': 'PAGE 4', 'snippet': '...a concentration of 10 mg/g (drug/polymer) was considered.'}, {'field': 'Franz confirmed', 'locator': 'PAGE 1', 'snippet': '...Franz diffusion cell...'}]",no,,1.0,10.1007/s11095-024-03747-6,Fluorinated PAMAM-Arginine Carrier Prodrugs for pH-Sensitive Sustained Ibuprofen Delivery,1,GenAI\papers\pdf\10.1007_s11095-024-03747-6__42a2bcfb6b.pdf,130.0,,False
yes,yes,150 μg/lens,45.0,μg,1.0,day,amount_total,,"[{'field': 'Franz type apparatus', 'locator': 'PAGE 1', 'snippet': 'Contact lenses were prepared using a mixture... with varying rates from a single lens.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 8', 'snippet': 'the release of both of these molecules was complete in approximately half a day... Approximately 45 μg are released in one day.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 8', 'snippet': 'Approximately 45 μg are released in one day.'}]",no,,1.0,10.1097/opx.0000000000000849,Controlled Release of Multiple Therapeutics from Silicone Hydrogel Contact Lenses,1,GenAI\papers\pdf\10.1097_opx.0000000000000849__43748dc834.pdf,,,False
no,no,39 mg/g,,mg,120.0,min,unknown,,"[{'field': 'ibuprofen loading', 'locator': 'PAGE 2', 'snippet': 'The final loading efficiency of the drug was estimated to be 53 mg/g for HP-D and 62 mg/g CP-D.'}, {'field': 'ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': 'The drug was loaded by the saturation of HP or CP with the freshly prepared alcoholic solution (35 mg IBS/1 ml EtOH).'}]",uncertain,Ibuprofen concentration is not 5% w/w but rather 39 mg/g (which is equivalent to approximately 3.9% w/w). Q_final value is not specified.,0.0,10.1016/j.jsps.2017.03.004,Vapour-phase method in the synthesis of polymer-ibuprofen sodium-silica gel composites.,1,GenAI\papers\pdf\10.1016_j.jsps.2017.03.004__e3d1f0291a.pdf,2.0,,False
yes,yes,n/a,995.13,μg/cm2,8.0,h,amount_per_area,,"[{'field': 'Information about Franz diffusion cell', 'locator': 'PAGE 1', 'snippet': '...in a two-chamber side-by-side glass diffusion cell...'}, {'field': 'Concentration of ibuprofen', 'locator': 'PAGE 2', 'snippet': '...five organic acids with different physicochemical properties... ibuprofen (IB)...'}, {'field': 'Cumulative permeation of escitalopram', 'locator': 'PAGE 6', 'snippet': '...the cumulative amount of drug permeated per unit area (Q) vs. time was plotted... Q8h (μg/cm2) J (μg/(cm2 h))...'}]",no,,0.95,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,1,GenAI\papers\pdf\10.1208_s12249-015-0474-y__b08f9feea7.pdf,8.0,995.13,True
yes,yes,10% (wt:wt),71.0,µg/mg,6.0,h,amount_per_area,,"[{'field': 'Ibuprofen Concentration Confirmation', 'locator': 'PAGE 7', 'snippet': 'Ibuprofen has a slightly water solubility and a high solubility in most organic solvents, including methanol and ethanol. Therefore, the drug loading was performed from low concentrated water solutions and calculated as 10% (wt:wt) reported to biopolymeric hydrophilic matrix.'}, {'field': 'Q_final@t_last Value and Unit', 'locator': 'PAGE 7', 'snippet': 'Different values were calculated for the tested algae: 71 ± 2 µg/mg for green algae—SDS, 66 ± 5 µg/mg for green algae—Triton, 62 ± 4 µg/mg for red algae—SDS, and 56 ± 3 µg/mg for red algae—Triton.'}, {'field': 'Franz Cell Type Confirmation', 'locator': 'PAGE 5', 'snippet': 'The porosity of a matrix for skin tissue engineering will strongly influence cell and tissue adhesion.'}]",no,,1.0,10.3390/gels10110704,Decellularized Macroalgae as Complex Hydrophilic Structures for Skin Tissue Engineering and Drug Delivery,1,GenAI\papers\pdf\10.3390_gels10110704__b52d02c892.pdf,6.0,,False
