doi,title,pdf_path,route,ready_for_step6_text,paper_type,mentions_ibuprofen,mentions_diffusion_cell,franz_confirmed,where_diffusion_cell,where_franz,study_type,barrier_category,barrier_name_raw,endpoint_qfinal_found,endpoint_time_found,where_endpoint,figure_only,endpoint_carrier,endpoint_carrier_where,endpoint_carrier_snippet,formulation_carrier,formulation_carrier_where,formulation_carrier_snippet,endpoint_likely_in_supp,formulation_table_missing,notes
10.1038/srep05251,Expression of human solute carrier family transporters in skin: possible contributor to drug-induced skin disorders.,GenAI\papers\pdf\10.1038_srep05251__d6149d5091.pdf,text,no,primary_experiment,yes,no,no,,,uncertain,uncertain,,yes,yes,PAGE 5,no,narrative,PAGE 5,"...cell viability dropped to 80% and 60% when treated with 0.1 mM and 1.0 mM ibuprofen acyl-glucuronide, respectively...",unknown,,,no,uncertain,The study did not explicitly confirm the use of diffusion cells or Franz cells for ibuprofen but does study effects related to ibuprofen.
10.1038/srep39778,High-Quality Metal-Organic Framework ZIF-8 Membrane Supported on Electrodeposited ZnO/2-methylimidazole Nanocomposite: Efficient Adsorbent for the Enrichment of Acidic Drugs.,GenAI\papers\pdf\10.1038_srep39778__ae09f550c3.pdf,text,no,primary_experiment,yes,no,no,,,IVPT,synthetic_membrane,ZIF-8 membrane,yes,yes,Table 1,no,table_text,Table 1,"Table 1 summarizes the Langmuir model parameters for ibuprofen adsorption, showing qmax (mg/g) and KL (L/μg) values.",unknown,,,no,yes,The study discusses adsorption properties of ibuprofen but does not provide a dedicated formulation table.
10.1039/c9ra02868d,Supramolecular gels from sugar-linked triazole amphiphiles for drug entrapment and release for topical application.,GenAI\papers\pdf\10.1039_c9ra02868d__d723b2a34a.pdf,text,yes,primary_experiment,yes,yes,no,Experiment section,N/A,IVPT,skin,"n-hexane, n-heptane, methanol",yes,yes,Results section,no,table_text,Table 1,Table 1 shows gelation ability of tetritol-based triazole-linked lipid derivatives.,narrative,Experiment section,"The gelators, owing to the amphiphilic nature... were utilized to entrap ibuprofen and 5-fluorouracil.",no,no,
10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters.,GenAI\papers\pdf\10.1039_d0ra00100g__a0517498c9.pdf,text,yes,primary_experiment,yes,yes,yes,PAGE 6,PAGE 5,IVPT,skin,porcine skin,yes,yes,PAGE 6,no,table_text,Table 2,The solubility was established and summarised in Table 2.,table_text,Table 1,The properties of ibuprofen and its L-valine ester derivatives are summarized in Table 1.,no,no,The study explores formulations of ibuprofen derivatives for enhanced skin permeation using Franz diffusion cells.
10.1039/d0ra01444c,"Assembly of lignin-based colloidal particles: effects of cationic surfactants, molecular weight, and solvent on morphology.",GenAI\papers\pdf\10.1039_d0ra01444c__0bc0fa001a.pdf,text,no,primary_experiment,yes,no,no,,,IVPT,both,"simulated gastric fluid (SGF), simulated intestinal fluid (SIF)",yes,yes,section 3.4 Controlled release behaviors and in vitro release studies,no,narrative,section 3.4,"At pH 1.2, the drug release rate was slow, with only 6.35% of IBU released after 6 h and 14.81% after 48 h.",table_text,Table 1,The IBU loading rate and encapsulation efficiency values of LS/CTAB are shown in Table 1.,no,no,
10.1039/d0ra06567f,The effect of alcohols as vehicles on the percutaneous absorption and skin retention of ibuprofen modified with l-valine alkyl esters.,GenAI\papers\pdf\10.1039_d0ra06567f__15dc420ec6.pdf,text,yes,primary_experiment,yes,yes,yes,"PAGE 1, first paragraph","PAGE 1, first paragraph",IVPT,skin,porcine skin,yes,yes,"PAGE 4, second paragraph",no,narrative,"PAGE 4, second paragraph",The cumulative mass of compound in skin after 24 hours of permeation (n = 3) – acceptor phase with pH 5.4 ...,supplement,"PAGE 1, supplementary information",see Supporting Information Table S6...,yes,no,Study uses both unmodified ibuprofen and its derivatives for IVPT.
10.1039/d1ra07761a,Comparison of drug release behavior of bacterial cellulose loaded with ibuprofen and propranolol hydrochloride.,GenAI\papers\pdf\10.1039_d1ra07761a__97a74e7554.pdf,text,no,primary_experiment,yes,no,no,,,IVPT,synthetic_membrane,bacterial cellulose (BC),yes,yes,"Results section, specifically under drug release study",no,table_text,Table 2,Table 2 shows the swelling ratios of air-dried and freeze-dried membranes after different immersion times.,table_text,Table 1,"Table 1 lists name, composition, and drying method of each prepared BC loaded with the drug and the control BC.",no,no,
10.1039/d2ra05804a,New amino acid propyl ester ibuprofenates from synthesis to use in drug delivery systems.,GenAI\papers\pdf\10.1039_d2ra05804a__cf2f535409.pdf,text,yes,primary_experiment,yes,yes,no,narrative,unknown,IVPT,skin,pig skin,yes,yes,Table 4,no,table_text,Table 4,Table 4 lists cumulative permeation values and other permeability parameters for ibuprofen derivatives.,narrative,Results and discussion,...the formation of structural modifications of ibuprofen in the form of charged compounds with lower lipophilicity influences better permeability than the more lipophilic ibuprofen.,no,no,Study focuses on new ibuprofen derivatives and their permeability through skin.
10.1039/d3na00102d,Ibuprofen-loaded electrospun poly(ethylene-<i>co</i>-vinyl alcohol) nanofibers for wound dressing applications.,GenAI\papers\pdf\10.1039_d3na00102d__3fe1ba65d9.pdf,text,yes,primary_experiment,yes,yes,no,"Page 1, Methods section",unknown,IVPT,skin,poly(ethylene-co-vinyl alcohol) nanofibers,yes,yes,"Page 6, Results",no,narrative,"Page 6, Results section",The relative release of IBU was evaluated at 25 °C and 37.5 °C in phosphate-buffered saline (PBS) solution...,table_text,"Page 5, Table 1",Parameters used for the electrospinning of EVOH nanoﬁbers...,no,no,
10.1039/d5ra05217c,Piezoelectric electrospun scaffold incorporating ibuprofen loaded ultrasound-responsive mesoporous silica nanoparticles for tissue regeneration.,GenAI\papers\pdf\10.1039_d5ra05217c__c723345e54.pdf,text,yes,primary_experiment,yes,yes,uncertain,"In the description of drug release tests, indicating the use of a controlled environment for diffusion studies.",uncertain,IVPT,skin,piezoelectric electrospun scaffold,yes,yes,Section 2.4 - Manufacturing and characterisation of PVDF scaffold.,no,table_text,Section 2.4,"The release tests were conducted in triplicate, indicating numerical cumulative values of ibuprofen release over time.",unknown,Section 2.4,Details on formulation with IBU@MSN-SA-Ca nanoparticles.,no,no,The study extensively discusses the synthesis of ibuprofen-loaded nanoparticles and their release mechanism.
10.1063/1.4946867,Attenuated total reflection-Fourier transform infrared spectroscopic imaging of pharmaceuticals in microfluidic devices.,GenAI\papers\pdf\10.1063_1.4946867__507064c9a2.pdf,figure,no,primary_experiment,yes,yes,no,Page 4 - descriptions of microfluidic devices for studying drug release,uncertain,IVPT,both,micro-formulations; pH media,yes,yes,Page 7 - description of drug release at 20 min,no,figure,Fig. 3,Fig. 3 demonstrates that it is possible to study four different channels simultaneously...complete release of ibuprofen in the pH 7 aqueous medium is observed after 20 min.,narrative,Page 6,"Micro-formulations containing a model drug, ibuprofen, and excipient, PEG... were prepared and dispensed using a microdrop system...",no,no,
10.1080/10837450.2018.1509347,An evaluation of crude palm oil (CPO) and tocotrienol rich fraction (TRF) of palm oil as percutaneous permeation enhancers using full-thickness human skin.,GenAI\papers\pdf\10.1080_10837450.2018.1509347__a7e143a067.pdf,text,yes,primary_experiment,yes,yes,yes,PAGE 4,PAGE 7,IVPT,skin,full-thickness human skin,yes,yes,PAGE 7,no,table_text,PAGE 6,Table 2 shows the cumulative permeation of ibuprofen at various timepoints...,table_text,PAGE 6,Table 2 details the formulation parameters used for ibuprofen across the diffusion cells.,no,no,
10.1097/opx.0000000000000849,Controlled Release of Multiple Therapeutics from Silicone Hydrogel Contact Lenses.,GenAI\papers\pdf\10.1097_opx.0000000000000849__43748dc834.pdf,figure,no,primary_experiment,yes,yes,no,"Page 5, 6",uncertain,IVPT,both,silicone hydrogel lenses,yes,yes,Page 8,no,figure,"Page 8, Results section","""The cocktail of molecules for the combination release devices were 120 kDa HPMC, trehalose, prednisolone, and ibuprofen (Figure 8).""",narrative,"Page 1, Methods section","""Four template molecules were selected for incorporation and release from the hydrogel lenses. The template molecules selected were 120 kilodalton (kDa) hydroxylpropyl methylcellulose (HPMC), trehalose, ibuprofen, and prednisolone.""",no,yes,Study highlights the use of controlled release in hydrogels for multiple therapeutics including ibuprofen.
10.1097/pr9.0000000000001073,Systematic review of topical interventions for the management of pain in chronic wounds.,GenAI\papers\pdf\10.1097_pr9.0000000000001073__c54af60247.pdf,text,no,review,yes,no,no,,,uncertain,uncertain,,yes,yes,Table 1,no,table_text,Table 1 provides summaries of results related to ibuprofen interventions.,"""Table 1 summarizes results including pain intensity scores across various studies comparing ibuprofen with controls.""",unknown,,,no,no,
10.1098/rsfs.2019.0132,&lt;i&gt;In vitro&lt;/i&gt; and computational modelling of drug delivery across the outer blood-retinal barrier.,GenAI\papers\pdf\10.1098_rsfs.2019.0132__2fa2660da2.pdf,text,yes,primary_experiment,yes,yes,no,"Page 1, Figure 1b",uncertain,IVPT,both,outer blood-retinal barrier,yes,yes,"Page 4, Section 2.2.3",no,narrative,"Page 4, Section 2.2.3","At defined time points, 100 µl samples were taken from the PBS, transferred to UV transparent cuvettes...",unknown,uncertain,uncertain,no,no,"It describes study conditions for ibuprofen release, but no detailed tables or specific formulations are provided in the main text."
10.1111/j.1476-5381.1991.tb09844.x,Excretion of metabolites of prostacyclin and thromboxane by rats with nephrotoxic nephritis: effects of interleukin-1.,GenAI\papers\pdf\10.1111_j.1476-5381.1991.tb09844.x__6343051e7e.pdf,text,no,primary_experiment,yes,no,no,,,uncertain,uncertain,,yes,yes,Table 2,no,table_text,Table 2,"Effect of pretreatment with the cyclo-oxygenase inhibitor ibuprofen (10mgkg-1) on serum thromboxane B2 (TXB2) and markers of renal damage and urinary prostaglandin excretion after anti-glomerular-basement-membrane antibodies and interleukin-i1, (a-GBM/IL-1,,) - Ibuprofen + Ibuprofen Serum TXB2 (ngml- ')",table_text,Table 1,The results of the renal morphology and functional studies are summarised in Table 1. a-GBM alone decreased creatinine clearance by 68% at 24h.,no,no,
10.1155/2015/892671,Formulation of Novel Layered Sodium Carboxymethylcellulose Film Wound Dressings with Ibuprofen for Alleviating Wound Pain.,GenAI\papers\pdf\10.1155_2015_892671__9b42388c10.pdf,text,yes,primary_experiment,yes,yes,yes,"PAGE 4, Section 2.2.6","PAGE 4, Section 2.2.6",IVRT,synthetic_membrane,Franz diffusion cell,yes,yes,"PAGE 5, Results and Discussion",no,narrative,"PAGE 5, Section 3.1","""The ibuprofen concentration in the films was expressed as mg/cm2 of film.""",table_text,"PAGE 3, Table 1","""Table 1: Preparation of layered films.""",no,no,
10.1155/2023/5535344,"Extraction, Characterization, and Evaluation of <i>Lepidium sativum</i> Linn. Mucilage as a Mucoadhesive Polymer.",GenAI\papers\pdf\10.1155_2023_5535344__058ccb5240.pdf,text,no,primary_experiment,yes,no,no,,,IVPT,synthetic_membrane,,yes,yes,PAGE 5,no,table_text,Table 1 shows the compositions of ibuprofen microsphere formulations.,Ingredients (g) Formulations F1 F2 F3 F4 F5 F6 Ibuprofen 5 5 5 5 5 5 LSM 1 3 5 — — — HPMC K100M — — — 1 3 5,table_text,Table 1 provides details of the formulations of ibuprofen microspheres.,Ingredients (g) Formulations F1 F2 F3 F4 F5 F6 Ibuprofen 5 5 5 5 5 5 LSM 1 3 5 — — — HPMC K100M — — — 1 3 5,no,no,
10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,GenAI\papers\pdf\10.1186_2050-6511-13-5__eabb128fb8.pdf,text,yes,primary_experiment,yes,yes,yes,"PAGE 2, Methods section","PAGE 1, Results section",IVPT,skin,bovine udder skin,yes,yes,"PAGE 4, Table 1",no,table_text,"PAGE 4, Table 1",Table 1 shows cumulative permeation parameters for ibuprofen under varying microneedle pretreatment conditions.,table_text,"PAGE 4, Table 1",Table 1 lists the formulation parameters for ibuprofen and other tested compounds.,no,no,Study effectively demonstrates ibuprofen's diffusion characteristics using Franz-type cells and microneedle enhancements.
10.1186/s12951-020-00718-y,Synthesis and application of magnetic@layered double hydroxide as an anti-inflammatory drugs nanocarrier.,GenAI\papers\pdf\10.1186_s12951-020-00718-y__c400793e91.pdf,text,yes,primary_experiment,yes,yes,no,Page 3,unknown,IVRT,synthetic_membrane,PBS,yes,yes,Page 9,no,narrative,Page 9,"The release rate of Ibuprofen was 90% within 24 h, 94% in 48 h, and 96% in 72 h.",unknown,unknown,unknown,no,no,IBU release measured over time in IVRT testing.
10.1208/pt020424,Influence of ibuprofen as a solid-state plasticizer in Eudragit RS 30 D on the physicochemical properties of coated beads.,GenAI\papers\pdf\10.1208_pt020424__f519f890d2.pdf,figure,no,primary_experiment,yes,no,no,,,uncertain,uncertain,,yes,yes,Figure 5,no,figure,Figure 5,Figure 5 shows dissolution profiles of ibuprofen from coated beads.,narrative,Conclusion section,The dissolution rate of ibuprofen could be controlled and stabilized by use of the polymeric plasticization technique.,no,no,
10.1208/s12249-009-9228-z,Anhydride prodrug of ibuprofen and acrylic polymers.,GenAI\papers\pdf\10.1208_s12249-009-9228-z__ed60a39704.pdf,figure,no,primary_experiment,yes,yes,no,PAGE 6,unknown,IVPT,synthetic_membrane,Eudragit L-100 and S-100,yes,yes,PAGE 6,no,figure,"PAGE 6, Figure 5 shows in vitro release properties of ibuprofen.",Fig. 5 shows the drug release proﬁles from the conjugate and the microspheres.,table_text,"PAGE 3, Table I summarizes the anhydride parameters including drug loading.",Table I details the anhydride parameters such as yields and drug loading percentages.,no,no,
10.1208/s12249-010-9449-1,In vitro enhancement of lactate esters on the percutaneous penetration of drugs with different lipophilicity.,GenAI\papers\pdf\10.1208_s12249-010-9449-1__20e37a8b8e.pdf,text,yes,primary_experiment,yes,yes,yes,Page 4,Page 4,IVPT,skin,hairless rat skin,yes,yes,Table 3,no,table_text,Table 3,The effect of the lactate esters on percutaneous permeation of IBU through hairless rat skin is summarized in Table III.,table_text,Table I,The physicochemical parameters of these model drugs are presented in Table I.,no,no,Lactate esters were used as penetration enhancers. Numerical results showing cumulative amounts and timepoints for ibuprofen are present.
10.1208/s12249-010-9522-9,Validation of a static Franz diffusion cell system for in vitro permeation studies.,GenAI\papers\pdf\10.1208_s12249-010-9522-9__9004f70379.pdf,text,yes,primary_experiment,yes,yes,yes,PAGE 1,PAGE 1,IVPT,synthetic_membrane,synthetic membranes,yes,yes,PAGE 4,no,table_text,PAGE 4,Table shows plots of cumulative % ibuprofen drug permeation through each synthetic membrane against time.,table_text,PAGE 5,The study involved saturated solutions prepared by adding excess ibuprofen...,no,no,Study validated a Franz cell system for ibuprofen diffusion using synthetic membranes.
10.1208/s12249-013-9953-1,Drug-loaded zein nanofibers prepared using a modified coaxial electrospinning process.,GenAI\papers\pdf\10.1208_s12249-013-9953-1__81485635ae.pdf,figure,no,primary_experiment,yes,no,no,,,IVRT,uncertain,,yes,yes,"PAGE 6, Fig. 7",no,figure,"Page 6, Fig. 7","The IBU release profiles of fibers F1, F2, and F3 are shown in Fig. 7.",narrative,"Page 6, Results and Discussion, second last paragraph",The cumulative amount of IBU released at each time point was reverse calculated from the data obtained against a predetermined calibration curve.,no,no,
10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,GenAI\papers\pdf\10.1208_s12249-013-9995-4__48cbfe0b17.pdf,text,yes,primary_experiment,yes,yes,yes,PAGE 2,PAGE 2,IVPT,skin,porcine skin,yes,yes,PAGE 5,no,table_text,Table III shows the cumulative amount of drug permeated (μg) for different formulations over time.,"Cumulative amount of drug permeated (μg) at different times: 24h (798.9), 48h (1178.9)...",table_text,Table I outlines the compositions of ibuprofen nanosuspension formulations.,"Compositions of Ibuprofen Nanosuspension Formulations: Code, Vit. E TPGS, HPMC K4...",no,no,
10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,GenAI\papers\pdf\10.1208_s12249-015-0474-y__b08f9feea7.pdf,text,yes,primary_experiment,yes,yes,no,PAGE 2 - In Vitro Permeation Experiments,uncertain,IVPT,skin,rabbit abdominal skin,yes,yes,Table III,no,table_text,Table III,"Table III shows the permeation data and physicochemical parameters for ESP with or without various organic acids (mean ± SD, n = 4) including Q8h and J values.",table_text,Table III,Table III summarizes the flux values of ESP ion-pair complexes with various organic acids.,no,no,
10.1208/s12249-018-1095-z,Chronotherapeutic Drug Delivery of Ketoprofen and Ibuprofen for Improved Treatment of Early Morning Stiffness in Arthritis Using Hot-Melt Extrusion Technology.,GenAI\papers\pdf\10.1208_s12249-018-1095-z__52c47dee3a.pdf,text,no,primary_experiment,yes,no,no,,,uncertain,uncertain,,yes,yes,results section,no,narrative,The results section discusses drug release profiles including lag time.,"In this investigation, formulations with < 20% drug release in 6 h (lag time) were considered to meet the requirements of the optimized chronotherapeutic drug delivery system...",table_text,Formulation compositions and processing parameters are listed in Table II.,"...composition of different formulations, processing parameters, and percent drug released after lag time (6 h) using the 6-mm extruder is listed in Table I.",no,no,
10.1208/s12249-019-1481-1,Effects of Temperature and Humidity on the Skin Permeation of Hydrophilic and Hydrophobic Drugs.,GenAI\papers\pdf\10.1208_s12249-019-1481-1__47e0b4fbb9.pdf,figure,no,primary_experiment,yes,yes,yes,Page 2,Page 2,IVPT,skin,excised porcine ear skin,yes,yes,Page 6,no,figure,Page 6,"Figure 2a, b shows the cumulative amount of IP and ANP that permeated through the skin at different temperatures and humidities, respectively.",table_text,Page 4,Table I shows the composition of the vehicle solution used for saturation of the drugs.,no,no,
10.1208/s12249-019-1584-8,Transcutol® P/Cremophor® EL/Ethyl Oleate-Formulated Microemulsion Loaded into Hyaluronic Acid-Based Hydrogel for Improved Transdermal Delivery and Biosafety of Ibuprofen.,GenAI\papers\pdf\10.1208_s12249-019-1584-8__85f231cdcc.pdf,figure,no,primary_experiment,yes,yes,yes,"Page 4, in vitro Transdermal Test section","Page 4, in vitro Transdermal Test section",IVPT,skin,rat skin,yes,yes,"Page 6, Fig. 3",no,figure,"Page 6, Fig. 3",Fig. 3 shows cumulative permeation profiles of ibuprofen-loaded preparations over 24 hours.,table_text,"Page 4, Table I","Table I lists the composition of the Ibuprofen-Loaded formulations including ME/Gel, Gel, and Cream.",no,no,Study demonstrates the effectiveness of microemulsion-based hydrogel for ibuprofen transdermal delivery.
10.1248/cpb.c21-00033,Use of Silicone Membrane Permeation to Assess Thermodynamic Activities of Ionic Liquids and Their Component Cation and Anion.,GenAI\papers\pdf\10.1248_cpb.c21-00033__567266ad06.pdf,figure,no,primary_experiment,yes,yes,no,Page 3 - Membrane Permeation Experiments: The silicone membrane was cut slightly larger than the effective diffusional area of the horizontal two-chamber diffusion cell.,uncertain,IVPT,synthetic_membrane,silicone membrane,yes,yes,Page 5 - Figure 4: Relationship between Theoretical and Observed Permeation Rates of Lidocaine (a) and Ibuprofen (b)...,no,figure,Page 5 - Figure 4,Figure 4 shows both observed and theoretical values for the permeation rates of ibuprofen through the silicone membrane.,table_text,Page 4 - Table 2,"Table 2 shows the molar fraction in IL, lidocaine, and ibuprofen at and after IL preparation.",no,no,
10.1371/journal.pone.0130253,Synthesis Mechanism and Thermal Optimization of an Economical Mesoporous Material Using Silica: Implications for the Effective Removal or Delivery of Ibuprofen.,GenAI\papers\pdf\10.1371_journal.pone.0130253__a83f2a886f.pdf,text,no,primary_experiment,yes,no,no,,,uncertain,uncertain,,yes,yes,"Results section, p. 9",no,narrative,"Results section, p. 9","The qeq of IBP uptake by MSM–500 was 22.8 mg g–1 at 299 K, but decreased to 18.28 and 7.7 mg g–1 at 309 and 319 K, respectively.",narrative,"Materials and Methods, p. 5","To load IBP, 0.2 g of MSM–500 was added to a hexane solution containing 30 mg mL–1 IBP.",no,no,
10.1371/journal.pone.0156931,Use of a Tissue Engineered Human Skin Model to Investigate the Effects of Wounding and of an Anti-Inflammatory on Melanoma Cell Invasion.,GenAI\papers\pdf\10.1371_journal.pone.0156931__84dcffdf1d.pdf,text,yes,primary_experiment,yes,yes,no,Materials and Methods,n/a,both,skin,Tissue Engineered Human Skin Model,yes,yes,Results,no,table_text,Table 4,Table 4 summarizes the experimental results regarding melanoma cell invasion.,table_text,Table 3,Table 3 provides a summary of the effects of various treatments including ibuprofen on melanoma invasion.,no,no,
10.14440/jbm.2020.319,An <i>ex vivo</i> skin model to probe modulation of local cutaneous arachidonic acid inflammation pathway.,GenAI\papers\pdf\10.14440_jbm.2020.319__1be6b1975c.pdf,text,yes,primary_experiment,yes,yes,yes,"Page 4, where the setup of the Franz diffusion cell is described.","Page 4, where it says the setup allows the determination of xenobiotic transport.",IVPT,skin,porcine skin,yes,yes,"Page 5, where transdermal delivery parameters are discussed.",no,narrative,Page 5,Samples are taken from the receptor phase and analyzed for penetrant to determine transdermal delivery parameters.,unknown,unknown,unknown,no,no,
10.18433/j3160b,A new vesicle-loaded hydrogel system suitable for topical applications: preparation and characterization.,GenAI\papers\pdf\10.18433_j3160b__e18921d9f7.pdf,figure,no,primary_experiment,yes,yes,no,"Section ""Release experiments""",uncertain,IVPT,skin,"not explicitly stated, but refers to skin in context",yes,yes,Figure 3,no,figure,Figure 3,Figure 3 shows release profiles of IBU and CAFF from the LBG/Xanth gel (empty symbols) and from the loaded NSVs-LBG/Xanth systems (full symbols)...,unknown,uncertain,uncertain,no,yes,Study focuses on the release profiles of ibuprofen in a hydrogel system.
10.2147/ijn.s267614,A New Type of MgFe<sub>2</sub>O<sub>4</sub>@CuS-APTES Nanocarrier for Magnetic Targeting and Light-Microwave Dual Controlled Drug Release.,GenAI\papers\pdf\10.2147_ijn.s267614__f112c3096a.pdf,text,no,primary_experiment,yes,no,no,,,uncertain,uncertain,,yes,yes,PAGE 9,no,narrative,PAGE 9,"""After five cycles, the drug-release percentage was 90% and 66% separately, and could be adjusted by the time and cycles times of electromagnetic wave and NIR light irradiation.""",narrative,PAGE 3,"""the characteristic IBU absor­ bance at 220 nm in the supernatant was measured using an UV−vis spectrophotometer.""",no,no,
10.2147/ijn.s34700,Modification of palm kernel oil esters nanoemulsions with hydrocolloid gum for enhanced topical delivery of ibuprofen.,GenAI\papers\pdf\10.2147_ijn.s34700__130ce08dfa.pdf,text,yes,primary_experiment,yes,yes,yes,PAGE 4,PAGE 2,IVPT,skin,rat skin,yes,yes,PAGE 7,no,table_text,"PAGE 7, Table 4","Table 4 shows the permeation parameters of T802 and M1, detailing cumulative amounts over the given time periods.",table_text,"PAGE 2, Table 1 and Table 2",Table 1 presents the formulation components including ibuprofen in the nanoemulsion.,no,no,
10.2147/ijn.s504924,An Injectable Ibuprofen Sustained-Release Composite Hydrogel System Effectively Accelerates Diabetic Wound Healing via Anti-Inflammatory Effects and Angiogenesis.,GenAI\papers\pdf\10.2147_ijn.s504924__606e9f23a6.pdf,text,no,primary_experiment,yes,no,no,,,IVPT,both,,yes,yes,Table 2,no,table_text,Table 2,Table 2 shows cumulative released ibuprofen amounts...,table_text,Table 1,Table 1 summarizes the formulation ratios...,no,no,
10.22037/ijpr.2019.1100769,Facile Synthesis and Characterization of Ibuprofen-mesoporous Hydroxyapatite Nanohybrid as a Sustained Drug Delivery System.,GenAI\papers\pdf\10.22037_ijpr.2019.1100769__801c3bb021.pdf,text,no,primary_experiment,yes,no,no,,,uncertain,uncertain,,yes,yes,PAGE 8,no,narrative,PAGE 8,"The amount of IBU incorporated into the pores of MHANPs increased with increasing loading time, until incorporation equilibrium was established within 24 h.",unknown,,,no,no,
10.22037/ijpr.2020.112887.14003,Development and Characterization of Niosomal Gel System using <i>Lallementia royaleana Benth.</i> mucilage for the treatment of Rheumatoid Arthritis.,GenAI\papers\pdf\10.22037_ijpr.2020.112887.14003__d40fecc1d7.pdf,text,yes,primary_experiment,yes,yes,yes,Page 7,Page 7,IVPT,skin,excised rat skin,yes,yes,Page 12,no,table_text,Table 4,"Results for Amount permeated, Drug flux, and Log permeability coefficient of the Ibuprofen loaded Niosomal gel formulations.",table_text,Table 1,"Formulations (Surfactant: Cholesterol Ratio), Entrapment efficiencies (EE%), Mean Vesicle Size (MVS), Cumulative Percent Release (CPR) of all Ibuprofen loaded Niosome Formulations.",no,no,
10.3389/fbioe.2020.00708,Thermosensitive Micellar Hydrogels as Vehicles to Deliver Drugs With Different Wettability.,GenAI\papers\pdf\10.3389_fbioe.2020.00708__d9ee953557.pdf,text,no,primary_experiment,yes,no,no,N/A,N/A,uncertain,skin,thermosensitive micellar hydrogels,yes,yes,page 5,no,narrative,"page 5, second paragraph, first sentence","""The relationship between drug wettability and their release mechanism and timing from micellar hydrogels was studied through drug release tests conducted up to 14 days at 37◦C.""",narrative,"page 3, paragraph two, second sentence","""In addition, both drug-loaded and not-loaded hydrogels were qualitatively and quantitatively characterised through tube inverting and gelation time tests and rheological analyses.""",no,no,
10.3389/fchem.2024.1369542,"Investigation of the synthesis, gelation potential, and drug-loading capacities of two novel amides.",GenAI\papers\pdf\10.3389_fchem.2024.1369542__fb74094c52.pdf,text,no,primary_experiment,yes,no,no,,,uncertain,uncertain,,yes,yes,Table 5,no,table_text,Table 5,Ibuprofen- and naproxen-loading capacity of gels with fatty acid esters of organogelator 1.,table_text,Table 1,"MGC of organogelators, mg/mL-1.",no,no,
10.3389/fphar.2024.1355283,Hyaluronic acid-ibuprofen conjugation: a novel ototherapeutic approach protecting inner ear cells from inflammation-mediated damage.,GenAI\papers\pdf\10.3389_fphar.2024.1355283__d3e3b20e27.pdf,text,no,primary_experiment,yes,yes,no,PAGE 1,unknown,IVPT,both,tympanic membrane and round window membrane,yes,uncertain,PAGE 1,no,narrative,PAGE 1,"As expected, our data indicate that the conjugate has limited tympanic membrane model permeability; however, it readily permeated the round window membrane model and to a greater extent than the unconjugated drug.",unknown,unknown,unknown,no,yes,"The data presented indicates the use of ibuprofen-HA conjugates for assessing permeability, but specific numeric cumulative values or endpoint timepoints are not detailed in the available text."
10.3390/antibiotics10070805,In Vitro Microbiological and Drug Release of Silver/Ibuprofen Loaded Wound Dressing Designed for the Treatment of Chronically Infected Painful Wounds.,GenAI\papers\pdf\10.3390_antibiotics10070805__b6bca2ab5d.pdf,text,yes,primary_experiment,yes,yes,yes,Section 3.3.3,Paragraph discussing previous works,IVPT,uncertain,uncertain,yes,yes,Section 3.3.3,no,narrative,Section 3.3.3,the totality of the IBU-L loaded was released in 1 h.,narrative,Section 3.3.3,the concentration of impregnation bath to obtain an appropriate dose of IBU-L,no,no,The study demonstrated the drug release kinetics of ibuprofen from the developed dressing.
10.3390/gels10100631,BioMOF@cellulose Glycerogel Scaffold with Multifold Bioactivity: Perspective in Bone Tissue Repair.,GenAI\papers\pdf\10.3390_gels10100631__1adedbb41b.pdf,text,no,primary_experiment,yes,no,no,,,both,uncertain,,yes,yes,PAGE 9,no,narrative,PAGE 9,the release profiles of ibuprofen and syringic acid in PBS at 310 K from CaSyr-1(ibu) NPs and CaSyr-1(ibu)@NCC-G glycerogel.,narrative,PAGE 4,the ibuprofen loading in the CaSyr-1(ibu) sample was estimated by 1H-NMR...,no,no,
10.3390/gels10110704,Decellularized Macroalgae as Complex Hydrophilic Structures for Skin Tissue Engineering and Drug Delivery.,GenAI\papers\pdf\10.3390_gels10110704__b52d02c892.pdf,text,yes,primary_experiment,yes,yes,no,Section 2.4: Drug Loading and In Vitro Drug Release,unknown,IVRT,both,green algae (Ulva lactuca); red algae (Rhodophyta),yes,yes,Table 1,no,table_text,Table 1 shows hydration degree and release rate constants for Ibuprofen diffusion profiles from hydrogels.,Hydration degree (HD) was significantly influenced by the agent used in the decellularization process...,table_text,"Section 2.4: Drug Loading and In Vitro Drug Release, Table 1",The drug loading capacity was associated with scaffold porosity and its components’ interaction with Ibuprofen molecules...,no,no,Study includes detailed results on both ibuprofen release profile and scaffold characteristics.
