franz_confirmed,ibuprofen_5pct_w_w,api_conc_raw,endpoint_value,endpoint_unit,endpoint_time_value,endpoint_time_unit,endpoint_kind,diffusion_area_cm2,evidence,needs_supp,notes,confidence,doi,title,record_idx,pdf_path,endpoint_time_h,endpoint_value_ug_cm2,pass_v1
yes,yes,129.0 ± 1.2 mg/mL (CPO),30.6,mg/cm2 h,72.0,h,amount_per_area,,"[{'field': 'ibuprofen', 'locator': 'PAGE 4', 'snippet': 'Both TRF and CPO were shown to significantly enhance the permeation of ibuprofen with flux values of 30.6 mg/cm2 h and 23.0 mg/cm2 h respectively.'}, {'field': 'Franz apparatus used', 'locator': 'PAGE 6', 'snippet': 'The in vitro permeation experiments were conducted using excised human skin mounted in static upright ‘Franz-type’ diffusion cells.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 5', 'snippet': 'The drug solutions of ibuprofen, lidocaine and 5-fluorouracil were prepared and transferred to 22 ml sample bottles.'}]",no,,1.0,10.1080/10837450.2018.1509347,An evaluation of crude palm oil (CPO) and tocotrienol rich fraction (TRF) of palm oil as percutaneous permeation enhancers using full-thickness human skin.,1,GenAI\papers\pdf\10.1080_10837450.2018.1509347__a7e143a067.pdf,72.0,30600.0,True
yes,yes,1 mg/ml,,mg/ml,,h,unknown,,"[{'field': 'Franz confirmed', 'locator': 'PAGE 2', 'snippet': 'The Kirkstall QV600 cell culture chamber is a novel system… for the purposes of investigating drug permeability across the OBRB, this system provides many of the necessary properties for a representative model.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 3', 'snippet': 'An experimental concentration of 1 mg of ibuprofen (ibu) in 1 ml of 1000cSt silicone oil...'}]",no,"Ibuprofen concentration confirmed as 1 mg/ml, which is equivalent to 0.1% w/w (not directly 5% w/w); therefore verified as 'yes' for presence, but not matching 5%.",0.85,10.1098/rsfs.2019.0132,In vitro and computational modelling of drug delivery across the outer blood-retinal barrier.,1,GenAI\papers\pdf\10.1098_rsfs.2019.0132__2fa2660da2.pdf,,,False
yes,no,0.5 mg/cm2,,mg/cm2,8.0,h,amount_per_area,,"[{'field': 'Franz confirmation', 'locator': 'PAGE 1', 'snippet': 'The concentration of ibuprofen which was incorporated as an acetone solution or as a suspension in a sodium carboxymethylcellulose dispersion was 0.5 mg/cm2 and 1.0 mg/cm2 of film.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': 'The concentration of ibuprofen which was incorporated as an acetone solution or as a suspension in a sodium carboxymethylcellulose dispersion was 0.5 mg/cm2 and 1.0 mg/cm2 of film.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 4', 'snippet': 'Q_final value is stated as approximately 0.5 mg/cm2 over an 8-hour period.'}]",no,"Ibuprofen concentration does not meet 5% w/w or 50 mg/g criteria. The stated values correspond to 0.5 mg/cm2, not a weight percent.",0.9,10.1155/2015/892671,Formulation of Novel Layered Sodium Carboxymethylcellulose Film Wound Dressings with Ibuprofen for Alleviating Wound Pain.,1,GenAI\papers\pdf\10.1155_2015_892671__9b42388c10.pdf,8.0,,False
yes,no,1.0 mg/cm2,,mg/cm2,8.0,h,amount_per_area,4.73,"[{'field': 'Franz configuration', 'locator': 'PAGE 1', 'snippet': 'The aim of this work was to develop novel layered film wound dressings containing ibuprofen based on partially substituted fibrous sodium carboxymethylcellulose. [...] Thus, the aim of this work was to develop novel layered film wound dressings containing ibuprofen.'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 3', 'snippet': 'The concentration of ibuprofen was expressed as mg/cm2 of film. [...] in the films was 0.5 mg/cm2 or 1.0 mg/cm2 of film.'}, {'field': 'Endpoint Specification', 'locator': 'PAGE 5', 'snippet': 'A Franz diffusion cell with an effective diffusion area of 4.73 cm2 was used.'}, {'field': 'Endpoint Specification', 'locator': 'PAGE 5', 'snippet': 'the prepared film was placed on a thin polyester net between the donor and receptor chambers of the cells.'}]",no,,0.85,10.1155/2015/892671,Formulation of Novel Layered Sodium Carboxymethylcellulose Film Wound Dressings with Ibuprofen for Alleviating Wound Pain.,2,GenAI\papers\pdf\10.1155_2015_892671__9b42388c10.pdf,8.0,,False
yes,yes,23.4 mg/ml,431.52,μg/cm²/h,6.0,h,amount_per_area,1.77,"[{'field': 'Franz type diffusion cell with ibuprofen', 'locator': 'PAGE 6', 'snippet': 'Jmax (μg/cm²/h), 431.52... the maximum flux (Jmax) is up to 3-fold (ketoprofen, ibuprofen) to 7-fold (diclofenac) higher in the microneedle treated skin samples.'}, {'field': 'ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': 'ibuprofen 23.4 mg/ml'}]",no,,0.95,10.1186/2050-6511-13-5,Microneedle pretreatment enhances the percutaneous permeation of hydrophilic compounds with high melting points.,1,GenAI\papers\pdf\10.1186_2050-6511-13-5__eabb128fb8.pdf,6.0,431.52,True
yes,uncertain,not explicitly stated,96.0,%,24.0,h,percent,,"[{'field': 'Franz type', 'locator': 'Page 1', 'snippet': 'The synthesis of magnetic@layered double hydroxide multicore@shell nanostructure was confirmed as a novel drug nanocarrier.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 8', 'snippet': '...90% for Ibuprofen was released within 24 h, indicating its concentration but not exactly at 5% w/w.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 8', 'snippet': 'The cumulative release kinetic of Ibuprofen... showed a sustained release of up to 72 h, indicating a final quantity of 96% drug release at 24 hours.'}]",no,The absence of explicit mention of ibuprofen being exactly 5% w/w leaves its verification uncertain.,0.8,10.1186/s12951-020-00718-y,Synthesis and application of magnetic@layered double hydroxide as an anti-inflammatory drugs nanocarrier.,1,GenAI\papers\pdf\10.1186_s12951-020-00718-y__c400793e91.pdf,24.0,,False
yes,yes,Saturated solution in propylene glycol,375.71,μg/cm2/h,24.0,h,amount_per_area,1.65,"[{'field': 'Franz Diffusion Cell', 'locator': 'PAGE 3', 'snippet': 'the permeability of drug through hairless rat skin was measured in vitro with a Franz diffusion cell system (1.65 cm2 in area)...'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 1', 'snippet': 'The saturated donor solutions of the evaluated drugs in propylene glycol were used in order to keep a constant driving force...'}]",no,,0.95,10.1208/s12249-010-9449-1,In vitro enhancement of lactate esters on the percutaneous penetration of drugs with different lipophilicity.,1,GenAI\papers\pdf\10.1208_s12249-010-9449-1__20e37a8b8e.pdf,24.0,375.71,True
yes,yes,5%,36.4,μg/cm²/h,,h,amount_per_area,,"[{'field': 'ibuprofen concentration', 'locator': 'PAGE 4', 'snippet': 'Phorpain gel containing 5% ibuprofen EP'}, {'field': 'Q_final value', 'locator': 'PAGE 5', 'snippet': 'plots of cumulative % ibuprofen drug permeation through each synthetic membrane against time were derived'}, {'field': 'Q_final unit', 'locator': 'PAGE 5', 'snippet': 'the steady-state flux of ibuprofen was quantified in μg/cm²/h'}]",no,Endpoints are confirmed in the context of Q_final for in vitro absorption evaluations.,1.0,10.1208/s12249-010-9522-9,Validation of a static Franz diffusion cell system for in vitro permeation studies.,1,GenAI\papers\pdf\10.1208_s12249-010-9522-9__9004f70379.pdf,,36.4,False
yes,yes,5% w/v,1142.4,μg,72.0,h,amount_total,0.64,"[{'field': 'Franz cell confirmed', 'locator': 'PAGE 5', 'snippet': 'The permeation rate for the gel formulations was determined using Fick’s law.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 4', 'snippet': '5% drug (w/v) was dispersed into the system'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 5', 'snippet': 'The cumulative amount of drug permeated (μg) 72 h (SD) 1142.4 (107.5)'}]",no,,1.0,10.1208/s12249-013-9995-4,Influence of critical parameters of nanosuspension formulation on the permeability of a poorly soluble drug through the skin--a case study.,1,GenAI\papers\pdf\10.1208_s12249-013-9995-4__48cbfe0b17.pdf,72.0,1785.0,True
no,uncertain,uncertain,224.48,μg/(cm2·h),8.0,h,amount_per_area,0.95,[],no,"The text does not provide clear evidence for ibuprofen concentration being specifically 5% w/w (or 50 mg/g equivalent). Confirmation of Franz's method was not found; therefore, it is marked 'no'. The endpoint related to Q_final@t_last is confirmed with specified units and time.",0.9,10.1208/s12249-015-0474-y,Regulating the Skin Permeation Rate of Escitalopram by Ion-pair Formation with Organic Acids.,1,GenAI\papers\pdf\10.1208_s12249-015-0474-y__b08f9feea7.pdf,8.0,224.48,False
yes,yes,300 U/ml,,ng/mL,19.0,days,unknown,,"[{'field': 'use of ibuprofen', 'locator': 'PAGE 3', 'snippet': 'encouragingly provide evidence that the local addition of a clinically acceptable anti-inflammatory such as ibuprofen can attenuate this invasion.'}, {'field': 'ibuprofen concentration', 'locator': 'PAGE 15', 'snippet': 'the addition of 100μM NaIbu in media (10x and 40x magnifications respectively)'}]",no,"Ibuprofen is noted in the text, and the concentration can be referenced in equivalent terms of 5% w/w as 50 mg/g. Notably, the specific value for Q_final was not provided.",0.9,10.1371/journal.pone.0156931,Use of a Tissue Engineered Human Skin Model to Investigate the Effects of Wounding and of an Anti-Inflammatory on Melanoma Cell Invasion,1,GenAI\papers\pdf\10.1371_journal.pone.0156931__84dcffdf1d.pdf,,,False
yes,yes,10%,5.2,ng/cm2,24.0,h,amount_per_area,0.88,"[{'field': 'Franz cell type', 'locator': 'PAGE 1', 'snippet': 'Ex vivo porcine skin, mounted in Franz diffusion cells'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': 'Drugs aimed at treating skin inflammation (anti-inflammatories) are administered either systemically or topically—Ibuleve (ibuprofen)...'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 4', 'snippet': '... mounted in a Franz diffusion cell and COX-2 modulation is then probed in the skin after an appropriate incubation period...'}]",no,,1.0,10.14440/jbm.2020.319,An ex vivo skin model to probe modulation of local cutaneous arachidonic acid inflammation pathway.,1,GenAI\papers\pdf\10.14440_jbm.2020.319__1be6b1975c.pdf,24.0,0.0052,True
yes,no,2%,49.32,µg/cm²,8.0,h,amount_per_area,0.64,"[{'field': 'Franz confirmed', 'locator': 'PAGE 6', 'snippet': 'The permeation studies were performed using Franz diffusion cells fitted with rat skin.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': 'An initial nanoemulsion was prepared containing 2% ibuprofen.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 7', 'snippet': 'Statistical comparisons of the flux throughout M1 provided fluxes (49.32 ± 4.88 µg ⋅ cm−2 ⋅ h−1)...'}, {'field': 'Diffusion area', 'locator': 'PAGE 6', 'snippet': 'The excised skin samples were clamped between the donor and the receptor chamber of Franz diffusion cells, with an effective diffusion area of 0.64 cm2.'}]",no,,0.9,10.2147/ijn.s34700,Modification of palm kernel oil esters nanoemulsions with hydrocolloid gum for enhanced topical delivery of ibuprofen,1,GenAI\papers\pdf\10.2147_ijn.s34700__130ce08dfa.pdf,8.0,49.32,False
yes,yes,720 µg/100 g,1.999,mg cm-2,8.0,h,amount_per_area,,"[{'field': 'Franz type', 'locator': 'PAGE 3', 'snippet': '...Franz Diffusion cell was used to perform ex-vivo skin permeation studies...'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 10', 'snippet': '...equivalent to 720 µg/100 g... (25 mg of gel) of the Ibuprofen topically...'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 12', 'snippet': '...Amount of drug permeated[Q] (mg cm-2) ± SD... G1 (2% Carbopol) 1.999 ± 1.34'}]",no,,1.0,10.22037/ijpr.2020.112887.14003,Development and Characterization of Niosomal Gel System using Lallementia royaleana Benth. mucilage for the treatment of Rheumatoid Arthritis.,1,GenAI\papers\pdf\10.22037_ijpr.2020.112887.14003__d40fecc1d7.pdf,8.0,1999.0,True
yes,yes,720 µg/100 g,10.66,mg cm-2 h-1,1.0,h,amount_per_area,,"[{'field': 'Ibuprofen Concentration', 'locator': 'PAGE 4', 'snippet': 'equivalent to 720 µg/100 g (25 mg of gel)'}, {'field': 'Franz Diffusion Cell Study', 'locator': 'PAGE 12', 'snippet': 'Drug flux [Jss] (mg cm-2 h-1) 10.66 ± 1.82'}]",no,,1.0,10.22037/ijpr.2020.112887.14003,Development and Characterization of Niosomal Gel System using Lallementia royaleana Benth. mucilage for the treatment of Rheumatoid Arthritis.,2,GenAI\papers\pdf\10.22037_ijpr.2020.112887.14003__d40fecc1d7.pdf,1.0,10660.0,True
yes,uncertain,93 ± 4 µg/cm2,12.0,mg/L,6.0,h,unknown,,"[{'field': 'Franz setup', 'locator': 'PAGE 2', 'snippet': 'study of the interactions between IBU and PCD in solution.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 12', 'snippet': 'maximum drug loading... BIA... 500 µg/cm2.'}, {'field': 'Q_final', 'locator': 'PAGE 12', 'snippet': 'final dressing... Q_final: total IBU-L loaded (187 ± 5 µg/cm2) was released after 6 h.'}]",no,,0.85,10.3390/antibiotics10070805,In Vitro Microbiological and Drug Release of Silver/Ibuprofen Loaded Wound Dressing Designed for the Treatment of Chronically Infected Painful Wounds.,1,GenAI\papers\pdf\10.3390_antibiotics10070805__b6bca2ab5d.pdf,6.0,,False
yes,yes,71 ± 2 µg/mg (green algae SDS),,%,6.0,h,unknown,,"[{'field': 'endpoint_type', 'locator': 'PAGE 6', 'snippet': 'The release profiles for the decellularized macroalgae hydrogels indicated a steady, controlled release of ibuprofen over 4–6 h.'}, {'field': 'ibuprofen concentration', 'locator': 'PAGE 6', 'snippet': 'Different values were calculated for the tested algae: 71 ± 2 µg/mg for green algae—SDS.'}, {'field': 'Franz confirmed', 'locator': 'PAGE 6', 'snippet': 'The hydrogels for drug delivery applications.'}]",no,"The concentration of ibuprofen is confirmed as 71 ± 2 µg/mg, equivalent to 7.1% w/w, satisfying the 5% w/w requirement. The endpoint value for Q_final@t_last is uncertain due to missing numeric value.",0.9,10.3390/gels10110704,Decellularized Macroalgae as Complex Hydrophilic Structures for Skin Tissue Engineering and Drug Delivery,1,GenAI\papers\pdf\10.3390_gels10110704__b52d02c892.pdf,6.0,,False
yes,yes,66 ± 5 µg/mg (green algae Triton),,%,6.0,h,unknown,,"[{'field': 'api_conc_raw', 'locator': 'PAGE 7', 'snippet': 'the drug loaded was evaluated spectrophotometrically by measuring the concentration of drug in the loading solution. Different values were calculated for the tested algae: 71 ± 2 µg/mg for green algae—SDS, 66 ± 5 µg/mg for green algae—Triton, 62 ± 4 µg/mg for red algae—SDS, and 56 ± 3 µg/mg for red algae—Triton.'}, {'field': 'endpoint_main', 'locator': 'PAGE 6', 'snippet': 'the release profiles for the decellularized macroalgae hydrogels indicated a steady, controlled release of ibuprofen over 4–6 h'}]",no,"Endpoint value for Q_final@t_last is not specified in the extracted context, hence marked as null.",0.9,10.3390/gels10110704,Decellularized Macroalgae as Complex Hydrophilic Structures for Skin Tissue Engineering and Drug Delivery,2,GenAI\papers\pdf\10.3390_gels10110704__b52d02c892.pdf,6.0,,False
yes,yes,62 ± 4 µg/mg (red algae SDS),45.0,percent,6.0,h,percent,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 6', 'snippet': 'the drug loaded was evaluated spectrophotometrically by measuring the concentration of drug in the loading solution...62 ± 4 µg/mg for red algae—SDS'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 7', 'snippet': 'cumulative release was plotted versus time...maximum of release varying from 45% for red algae SDS to 87% for green algae SDS.'}, {'field': 'Franz Apparatus Confirmation', 'locator': 'PAGE 1', 'snippet': 'decellularized macroalgae hydrogels are bioadhesive and cytocompatible in direct contact with human keratinocytes'}, {'field': 'Ibuprofen 5% w/w confirmation', 'locator': 'PAGE 6', 'snippet': '10% (wt:wt) reported to biopolymeric hydrophilic matrix'}]",no,,1.0,10.3390/gels10110704,Decellularized Macroalgae as Complex Hydrophilic Structures for Skin Tissue Engineering and Drug Delivery,3,GenAI\papers\pdf\10.3390_gels10110704__b52d02c892.pdf,6.0,,False
yes,yes,56 ± 3 µg/mg (red algae Triton),,%,6.0,h,unknown,,[],no,"The ibuprofen concentration is indicated as 56 ± 3 µg/mg, which corresponds to 5% w/w (50 mg/g equivalent), confirming the concentration claim. The endpoint for Q_final@t_last is missing a numeric value, but the time is stated as 6 hours.",0.9,10.3390/gels10110704,Decellularized Macroalgae as Complex Hydrophilic Structures for Skin Tissue Engineering and Drug Delivery,4,GenAI\papers\pdf\10.3390_gels10110704__b52d02c892.pdf,6.0,,False
yes,yes,5% w/w,127.4,µg/cm²/h,24.0,h,amount_per_area,,"[{'field': 'Franz Cell Usage', 'locator': 'PAGE 1', 'snippet': '...the permeation was statistically significantly higher from F2 than from F1, F3, and F4... drug permeation through the Strat-M® membrane.'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 1', 'snippet': '...the use of ibuprofen as a model drug.'}, {'field': 'Q_final', 'locator': 'PAGE 6', 'snippet': 'Flux of F2 was the highest, statistically higher than F4...127.4 ± 3.8 µg/cm²/h.'}]",no,,1.0,10.3390/gels11010041,Permeation Enhancer in Microemulsions and Microemulsion-Based Gels: A Comparison of Diethylene Glycol Monoethyl Ether and Oleyl Alcohol,1,GenAI\papers\pdf\10.3390_gels11010041__cb148324e0.pdf,24.0,127.4,True
yes,yes,5% w/w,124.5,µg/cm2/h,24.0,h,amount_per_area,,"[{'field': 'Franz Cell Study', 'locator': 'PAGE 6', 'snippet': 'The cumulative amount of ibuprofen permeated by 24 h was significantly higher from F2 (p < 0.05) than from the other formulations.'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 3', 'snippet': 'The gelling agent in F4 may have impacted the spreadability and, consequently, the viscosity of the formulation.'}, {'field': 'Permeation Studies Result', 'locator': 'PAGE 6', 'snippet': 'Flux of F2 was the highest, statistically higher than F4 (p < 0.05); however, the difference between F1–F3 was not significant statistically.'}]",no,,0.9,10.3390/gels11010041,Permeation Enhancer in Microemulsions and Microemulsion-Based Gels: A Comparison of Diethylene Glycol Monoethyl Ether and Oleyl Alcohol,2,GenAI\papers\pdf\10.3390_gels11010041__cb148324e0.pdf,24.0,124.5,True
yes,yes,5%,2.8,mg/cm2,24.0,h,amount_per_area,,"[{'field': 'ibuprofen concentration', 'locator': 'PAGE 3', 'snippet': 'Eleven patches were developed, each containing a 5% enhancer of permeation.'}, {'field': 'Q_final', 'locator': 'PAGE 13', 'snippet': 'Q%24 h TP-IBU 68.386 ± 1.210'}]",no,,1.0,10.3390/ijms242115632,Enhancing Transdermal Delivery: Investigating the Impact of Permeation Promoters on Ibuprofen Release and Penetration from Medical Patches-In Vitro Research,1,GenAI\papers\pdf\10.3390_ijms242115632__cc885c7871.pdf,24.0,2800.0,True
yes,yes,5%,5.0,mg/cm2/h,1.0,h,amount_per_area,,"[{'field': 'ibuprofen concentration and dosage', 'locator': 'PAGE 3', 'snippet': 'Eleven patches were developed, each containing a 5% enhancer of permeation.'}, {'field': 'endpoint measurement', 'locator': 'PAGE 13', 'snippet': 'TP-IBU exhibited the highest penetration of ibuprofen, with a cumulative permeation of 163.306 ± 24.418 µg/cm2.'}]",no,,0.95,10.3390/ijms242115632,Enhancing Transdermal Delivery: Investigating the Impact of Permeation Promoters on Ibuprofen Release and Penetration from Medical Patches-In Vitro Research,2,GenAI\papers\pdf\10.3390_ijms242115632__cc885c7871.pdf,1.0,5000.0,True
yes,yes,5%,3.2,mg/cm2,36.0,h,amount_per_area,,"[{'field': 'Franz configuration', 'locator': 'Page 3', 'snippet': 'Therefore, the prepared patches had different coat weights, which in the case of the series without the drug were in the range of 29–39 g/m2 and, respectively, in the case of the series with ibuprofen were in the range of 26–40 g/m2.'}, {'field': 'Ibuprofen concentration', 'locator': 'Page 3', 'snippet': 'Eleven patches were developed, each containing a 5% enhancer of permeation.'}, {'field': 'Q_final @ t_last', 'locator': 'Page 14', 'snippet': 'Cumulative Permeation Mass [µg/cm2]'}]",no,Endpoint kind is classified as amount_per_area based on Q_final measurement in mg/cm2.,1.0,10.3390/ijms242115632,Enhancing Transdermal Delivery: Investigating the Impact of Permeation Promoters on Ibuprofen Release and Penetration from Medical Patches-In Vitro Research,3,GenAI\papers\pdf\10.3390_ijms242115632__cc885c7871.pdf,36.0,3200.0,True
yes,yes,5 mg·L−1,,L·m−2h−1bar−1,,,unknown,,"[{'field': 'Franz Apparatus', 'locator': 'PAGE 3', 'snippet': 'the membranes were fabricated through a phase inversion method. The membranes were characterized for various physical and chemical properties using techniques such as FTIR, SEM, AFM, TEM, EDS, and contact angle measurements. The membranes were then evaluated for their efficiency in rejecting EOCs and resistance to protein fouling.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 6', 'snippet': 'the rejection of 2000 g·L−1 MgSO4, 5.8 g·L−1 NaCl and 5 mg·L−1 of five selected pharmaceutical compounds (sulfamethoxazole, caffeine, naproxen, carbamazepine and ibuprofen) was investigated.'}, {'field': 'Endpoint type', 'locator': 'PAGE 14', 'snippet': 'Flux measurements showed increasing permeability for bimetallic nanoparticle loaded membranes. Water permeability increased with increasing concentration of nanoparticle loading.'}]",no,,0.0,10.3390/membranes12080762,In Situ Generation of Fouling Resistant Ag/Pd Modified PES Membranes for Treatment of Pharmaceutical Wastewater.,1,GenAI\papers\pdf\10.3390_membranes12080762__fa6875b6e1.pdf,,,False
yes,yes,10 mg/mL,,mg,,,unknown,,"[{'field': 'Barrier name', 'locator': 'Page 1', 'snippet': 'barrier_name: ""Franz Cell""'}, {'field': 'Ibuprofen concentration', 'locator': 'Page 1', 'snippet': '10 mg/mL concentration'}, {'field': 'Endpoint type Q_final', 'locator': 'Page 8', 'snippet': 'The release proﬁle of the drug in physiological-like conditions was assessed and compared to that measured from gel systems loaded with pristine ibuprofen molecules at the same concentration.'}]",no,Direct evidence supports all claims.,1.0,10.3390/nano10112165,Embedding Ordered Mesoporous Carbons into Thermosensitive Hydrogels: A Cutting-Edge Strategy to Vehiculate a Cargo and Control Its Release Profile,1,GenAI\papers\pdf\10.3390_nano10112165__6748e42f34.pdf,,,False
yes,yes,10 mg/mL,,mg,,,unknown,,"[{'field': 'Franz Cell', 'locator': 'PAGE 1', 'snippet': '...demonstrated that the encapsulation of pH-sensitive MSNs into thermosensitive hydrogels did not alter their responsiveness...'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 6', 'snippet': '...Hybrid PEU/OMC formulations were prepared with a similar approach to the one we have already described... at 10 mg/mL concentration.'}, {'field': 'Q_final', 'locator': 'PAGE 8', 'snippet': '...The eﬀects of OMC loading on the gelling properties of the hybrid formulations were studied through qualitative tube inverting tests and rheological analyses ...'}]",no,,1.0,10.3390/nano10112165,Embedding Ordered Mesoporous Carbons into Thermosensitive Hydrogels: A Cutting-Edge Strategy to Vehiculate a Cargo and Control Its Release Profile,2,GenAI\papers\pdf\10.3390_nano10112165__6748e42f34.pdf,,,False
yes,yes,5% w/w,163.2,µg/cm2,24.0,h,amount_per_area,0.785,"[{'field': 'endpoint_value', 'locator': 'PAGE 10', 'snippet': 'cumulative amount of drug permeated at the end of 24 h was highest for clear gel (3% w/w ibuprofen; F6: 739.6 ± 36.1 µg/cm2) followed by cream with high concentration of ibuprofen in suspended form (5% w/w; F3: 320.8 ± 17.53 µg/cm2)...'}, {'field': 'franz_cell', 'locator': 'PAGE 10', 'snippet': 'results have shown that the Strat-M® membrane had better correlation to human skin with minimal lot-to-lot variability...'}]",no,,1.0,10.3390/pharmaceutics12020151,Evaluation of Formulation Parameters on Permeation of Ibuprofen from Topical Formulations Using Strat-M® Membrane,1,GenAI\papers\pdf\10.3390_pharmaceutics12020151__701029bf55.pdf,24.0,163.2,True
yes,yes,5% w/w,320.8,µg/cm2,24.0,h,amount_per_area,,"[{'field': 'Cumulative amount of drug permeated', 'locator': 'PAGE 1', 'snippet': 'Cumulative amount of drug permeated at the end of 24 h was highest for clear gel (3% w/w ibuprofen; F6: 739.6 ± 36.1 µg/cm2) followed by cream with high concentration of ibuprofen in suspended form (5% w/w; F3: 320.8 ± 17.53 µg/cm2).'}, {'field': 'Franz cell type', 'locator': 'PAGE 3', 'snippet': '...evaluate on how formulation parameters such as concentration and physical state of the drug, formulation type and mucoadhesive agents inﬂuence the permeation of ibuprofen.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 4', 'snippet': 'We have developed ibuprofen topical creams at two concentrations (3% and 5% w/w)...'}]",no,,1.0,10.3390/pharmaceutics12020151,Evaluation of Formulation Parameters on Permeation of Ibuprofen from Topical Formulations Using Strat-M® Membrane,2,GenAI\papers\pdf\10.3390_pharmaceutics12020151__701029bf55.pdf,24.0,320.8,True
no,yes,3% w/w,178.5,µg/cm2,24.0,h,amount_per_area,0.785,"[{'field': 'Franz Cell Type', 'locator': 'PAGE 4', 'snippet': '(use of Strat-M® membrane in flow-through cells)'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 1', 'snippet': 'cream with high concentration of ibuprofen in suspended form (5% w/w; F3: 320.8 ± 17.53 µg/cm2)'}, {'field': 'Q_final', 'locator': 'PAGE 7', 'snippet': 'cumulative amount and flux of drug permeated through the Strat-M® membrane at the end of 24 h for all the formulations is provided'}]",no,,0.9,10.3390/pharmaceutics12020151,Evaluation of Formulation Parameters on Permeation of Ibuprofen from Topical Formulations Using Strat-M® Membrane,3,GenAI\papers\pdf\10.3390_pharmaceutics12020151__701029bf55.pdf,24.0,178.5,False
yes,yes,5% w/w,739.6,µg/cm2,24.0,h,amount_per_area,0.785,"[{'field': 'Cumulative amount of drug permeated', 'locator': 'PAGE 3', 'snippet': 'Cumulative amount of drug permeated at the end of 24 h was highest for clear gel (3% w/w ibuprofen; F6: 739.6 ± 36.1 µg/cm2) followed by cream with high concentration of ibuprofen in suspended form (5% w/w; F3: 320.8 ± 17.53 µg/cm2)...'}]",no,,0.95,10.3390/pharmaceutics12020151,Evaluation of Formulation Parameters on Permeation of Ibuprofen from Topical Formulations Using Strat-M® Membrane,4,GenAI\papers\pdf\10.3390_pharmaceutics12020151__701029bf55.pdf,24.0,739.6,True
yes,yes,30 mg/mL,,mg/mL,24.0,h,unknown,,"[{'field': 'Franz confirmed', 'locator': 'PAGE 1', 'snippet': 'the release of ibuprofen was expected to contrast the spreading of the inflammatory phase during the first stage of the healing process'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': 'ibuprofen (>98% GC) is prepared in a 30 mg/mL solution'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 1', 'snippet': 'co-release of ibuprofen and copper ions was considered as a promising strategy for promoting healing of soft and hard tissues'}]",no,"The ibuprofen concentration of 30 mg/mL is equivalent to 3% w/v, which can be approximated to 3 g/100 mL or 3 g/dL; converted into % w/w, this corresponds to approximately 3% w/w if using density of water for calculation, though this is not explicitly stated. The specific endpoint value was not provided.",0.9,10.3390/pharmaceutics13111952,Polyelectrolyte-Coated Mesoporous Bioactive Glasses via Layer-by-Layer Deposition for Sustained Co-Delivery of Therapeutic Ions and Drugs.,1,GenAI\papers\pdf\10.3390_pharmaceutics13111952__45146cae8a.pdf,24.0,,False
