source,id,pmid,doi,title,abstract,year,journal,authors,url,query_used,priority,likely_franz,likely_study_type,likely_has_numeric_endpoint,likely_has_formulation_info,likely_barrier_category,what_to_check_in_fulltext,exclude_reason_if_low,confidence,queue,mentions_franz_in_abstract,likely_has_measurable_endpoint,rationale
MED,36839857,36839857.0,10.3390/pharmaceutics15020535,Synthesis and Characterization of Hierarchical Zeolites Modified with Polysaccharides and Its Potential Role as a Platform for Drug Delivery.,"Hierarchical zeolites are aluminosilicates with a crystal structure, which next to the micropores possess secondary porosity in the range of mesopores and/or small macropores. Due to their ordered structure and additional secondary porosity, they have aroused great interest among scientists in recent years. Therefore, the present work concerns the synthesis and characterization of hierarchical zeolites with secondary mesoporosity, based on commercial zeolites such as MFI (ZSM-5), BEA (β) and FAU (Y), and modified with polysaccharides such as inulin, hyaluronic acid, and heparin. All materials were characterized by various analytical techniques and applied as a platform for delivery of selected drug molecules. On the basis of X-ray diffraction (presence of reflections in the 2θ angle range of 1.5-2.5°) and low-temperature nitrogen sorption isotherms (mixture of isotherms of I and IV type) additional secondary porosity was found in the mesopore range. Additional tests were also conducted to determine the possibility of loading selected molecules with biological activity into the aforementioned materials and then releasing them in the therapeutic process. Molecules with different therapeutic options were selected for testing, namely ibuprofen, curcumin, and ferulic acid with anti-inflammatory, potentially anticancer, antioxidant, and skin discoloration activities, respectively. Preliminary studies have confirmed the possibility of using hierarchical zeolites as potential carriers for bioactive molecules, as the loading percentage of active substances ranged from 39-79% and cumulative release for ibuprofen reached almost 100% after 8 h of testing.",2023,,"Wawrzyńczak A, Nowak I, Woźniak N, Chudzińska J, Feliczak-Guzik A.",https://www.mdpi.com/1999-4923/15/2/535/pdf?version=1676611352,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Detailed methodology for ibuprofen release', 'Specifics on permeation study setup', 'Data on permeation rates and mechanisms']",,0.9,now,yes,yes,"The study directly addresses ibuprofen release from modified zeolites, which is relevant for the dataset. It provides measurable endpoints and formulation information."
MED,37111694,37111694.0,10.3390/pharmaceutics15041209,Mixed Edge Activators in Ibuprofen-Loaded Transfersomes: An Innovative Optimization Strategy Using Box-Behnken Factorial Design.,"Transfersomes have been highlighted as an interesting nanotechnology-based approach to facilitate the skin delivery of bioactive compounds. Nevertheless, the properties of these nanosystems still need to be improved to enable knowledge transfer to the pharmaceutical industry and the development of more efficacious topical medicines. Quality-by-design strategies, such as Box-Behnken factorial design (BBD), are in line with the current need to use sustainable processes to develop new formulations. Thus, this work aimed at optimizing the physicochemical properties of transfersomes for cutaneous applications, by applying a BBD strategy to incorporate mixed edge activators with opposing hydrophilic-lipophilic balance (HLB). Tween<sup>®</sup> 80 and Span<sup>®</sup> 80 were used as edge activators and ibuprofen sodium salt (IBU) was selected as the model drug. After the initial screening of the IBU solubility in aqueous media, a BBD protocol was implemented, and the optimized formulation displayed appropriate physicochemical properties for skin delivery. By comparing the optimized transfersomes to equivalent liposomes, the incorporation of mixed edge activators was found to be beneficial to upgrade the storage stability of the nanosystems. Furthermore, their cytocompatibility was shown by cell viability studies using 3D HaCaT cultures. Altogether, the data herein bode well for future advances in the use of mixed edge activators in transfersomes for the management of skin conditions.",2023,,"Vieira J, Castelo J, Martins M, Saraiva N, Rosado C, Pereira-Leite C.",https://www.mdpi.com/1999-4923/15/4/1209/pdf?version=1681191668,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVPT,,yes,skin,"['Details on the formulation of transfersomes', 'Measurable endpoints related to skin delivery', 'Results of in vitro permeation tests', 'Comparison with Franz diffusion cell data']",,0.85,now,no,yes,"The study focuses on optimizing transfersomes for skin delivery of ibuprofen, indicating relevant formulation details and measurable endpoints for permeation studies."
MED,37765237,37765237.0,10.3390/pharmaceutics15092267,Twin Screw Melt Granulation: A Single Step Approach for Developing Self-Emulsifying Drug Delivery System for Lipophilic Drugs.,"The current research aims to improve the solubility of the poorly soluble drug, i.e., ibuprofen, by developing self-emulsifying drug delivery systems (SEDDS) utilizing a twin screw melt granulation (TSMG) approach. Gelucire<sup>®</sup> 44/14, Gelucire<sup>®</sup> 48/16, and Transcutol<sup>®</sup> HP were screened as suitable excipients for developing the SEDDS formulations. Initially, liquid SEDDS (L-SEDDS) were developed with oil concentrations between 20-50% <i>w</i>/<i>w</i> and surfactant to co-surfactant ratios of 2:1, 4:1, 6:1. The stable formulations of L-SEDDS were transformed into solid SEDDS (S-SEDDS) using a suitable adsorbent carrier and compressed into tablets (T-SEDDS). The S-SEDDS has improved flow, drug release profiles, and permeability compared to pure drugs. The existence of the drug in an amorphous state was confirmed by differential scanning calorimetry (DSC) and powder X-ray diffraction analysis (PXRD). The formulations with 20% <i>w</i>/<i>w</i> and 30% <i>w</i>/<i>w</i> of oil concentration and a 4:1 ratio of surfactant to co-surfactant have resulted in a stable homogeneous emulsion with a globule size of 14.67 ± 0.23 nm and 18.54 ± 0.55 nm. The compressed tablets were found stable after six months of storage at accelerated and long-term conditions. This shows the suitability of the TSMG approach as a single-step continuous manufacturing process for developing S-SEDDS formulations.",2023,,"Nyavanandi D, Mandati P, Narala S, Alzahrani A, Kolimi P, Vemula SK, Repka MA.",https://doi.org/10.3390/pharmaceutics15092267,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,uncertain,,yes,uncertain,"['Details on permeation studies', 'Specific formulation details related to ibuprofen', 'Comparative results with and without Franz diffusion cells', 'Data on release profiles using diffusion analysis']",,0.7,later,no,yes,"The study focuses on developing self-emulsifying systems for ibuprofen, potentially relevant but lacks direct mention of diffusion cells or specific permeation data."
MED,37896173,37896173.0,10.3390/pharmaceutics15102413,Investigation and Evaluation of the Transdermal Delivery of Ibuprofen in Various Characterized Nano-Drug Delivery Systems.,"The aim was to assess the suitability of three nano-based transdermal drug delivery systems containing ibuprofen: a nano-emulsion, a nano-emulgel, and a colloidal suspension with ibuprofen-loaded nanoparticles. Understanding the transdermal delivery of ibuprofen using nano-based drug delivery systems can lead to more effective pain relief and improved patient compliance. Characterization tests assessed the suitability of the developed drug delivery systems. Membrane release and skin diffusion studies, along with tape stripping, were performed to determine drug release and skin permeation of ibuprofen. In vitro cytotoxicity studies on HaCaT cells were conducted using MTT and neutral red assays to evaluate the safety of the developed drug delivery systems. Characterization studies confirmed stable drug delivery systems with ideal properties for transdermal delivery. Membrane release studies demonstrated the successful release of ibuprofen. In vitro skin diffusion experiments and tape stripping, detecting ibuprofen in the receptor phase, stratum corneum-epidermis, and epidermis-dermis, indicating successful transdermal and topical delivery. The in vitro cytotoxicity studies observed only minor cytotoxic effects on HaCaT cells, indicating the safety of the developed drug delivery systems. The investigation demonstrated promising results for the transdermal delivery of ibuprofen using the developed drug delivery systems, which contributes to valuable insights that may lead to improved pain management strategies.",2023,,"Myburgh J, Liebenberg W, Willers C, Dube A, Gerber M.",https://www.mdpi.com/1999-4923/15/10/2413/pdf?version=1696314816,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,skin,"['Details on the characterization of the nano-drug delivery systems', 'Specifics of the skin diffusion studies and methods used', 'Results of the in vitro cytotoxicity studies', 'Quantitative data on ibuprofen release and permeation rates']",,0.9,now,no,yes,"The study directly investigates the transdermal delivery of ibuprofen using diffusion cells, which aligns well with the focus of PermeationNet, thus warranting full text review."
MED,39204400,39204400.0,10.3390/pharmaceutics16081055,Mixed Micellar Gel of Poloxamer Mixture for Improved Solubilization of Poorly Water-Soluble Ibuprofen and Use as Thermosensitive In Situ Gel.,"The aqueous solution of binary mixtures of amphiphilic copolymers is a potential platform for fabricating mixed polymeric micelles for pharmaceutical applications, particularly in developing drug delivery depots for a poorly water-soluble compound. This study fabricated and investigated binary mixtures of poloxamer 403 (P403) and poloxamer 407 (P407) at varying P403:P407 molar ratios to develop a vehicle for the poorly water-soluble compound, using ibuprofen as a model drug. The cooperative formation of mixed micelles was obtained, and the solubility of ibuprofen in the binary mixtures was enhanced compared to the solubility in pure water and an aqueous single P407 solution. The binary mixture with the P403:P407 molar ratio of 0.75:0.25 at a total polymer concentration of 19% <i>w</i>/<i>v</i> exhibited the temperature dependence of micellization and sol-to-gel characteristics of the thermosensitive mixed micellar gels. It possessed suitable micellization and gelation characteristics for in situ gelling systems. The release of ibuprofen from the thermosensitive mixed micellar depots was sustained through a diffusion-controlled mechanism. The findings can aid in formulating binary mixtures of P403 and P407 to achieve the desired properties of mixed micelles and micellar gels.",2024,,"Hirun N, Kraisit P, Santhan S.",https://doi.org/10.3390/pharmaceutics16081055,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Detailed formulation aspects of P403 and P407', 'Specifics on diffusion characteristics of ibuprofen', 'Measurable release data of ibuprofen', 'Methodology for in situ gel characterization']",,0.9,now,no,yes,"The study focuses on the solubilization and release of ibuprofen using mixed micellar gels, fitting well within the context of diffusion cell studies. It provides relevant formulation and release data essential for the dataset."
MED,39598483,39598483.0,10.3390/pharmaceutics16111359,Customizable Self-Microemulsifying Rectal Suppositories by Semisolid Extrusion 3D Printing.,"<b>Objectives</b>: This study aims to create an innovative self-microemulsifying drug delivery system (SMEDDS) suppository for ibuprofen (IBU) using semisolid extrusion (SSE) three-dimensional (3D) printing technology. <b>Methods</b>: Based on solubility studies and the ability to form a transparent microemulsion upon dilution, a selected oil, surfactant, and co-surfactant were utilized to prepare SMEDDS-3DPS containing IBU. The optimal formulation consisted of 10% Triacetin, 80% Gelucire 48/16, and 10% Tetraethylene glycol. SSE 3D printing was employed to create three different-sized suppositories with varying drug contents. These suppositories were assessed for their physicochemical properties, content uniformity, and dissolution profiles. <b>Results</b>: The prepared mixture exhibited suitable physical properties for printing, with nano-sized emulsion droplets providing a large surface area for improved drug absorption in the rectum. Characterization techniques such as differential scanning calorimetry, powder X-ray diffraction, and Fourier transform infrared spectroscopy indicated that IBU was present in the formulation in an amorphous state. Additionally, in vitro dissolution tests demonstrated that SMEDDS-3DPS had a significantly higher initial dissolution rate compared with IBU powder. <b>Conclusions</b>: This research suggests that SMEDDS-3DPS, as a rectal IBU dosage form, can enhance the rectal bioavailability of IBU. It demonstrates the versatility of 3D printing as a novel manufacturing method for lipid-based suppositories and highlights the simplicity and adaptability of SSE 3D printing technology in producing customized suppositories tailored to individual patient needs, surpassing traditional methods.",2024,,"Park HJ, Kim DW.",https://doi.org/10.3390/pharmaceutics16111359,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,uncertain,,yes,uncertain,"['Detailed methods of in vitro permeability testing', 'Dissolution test results', 'Comparative analysis with traditional dosage forms', 'Characterization of obtainable permeation data']",,0.85,now,no,yes,The study focuses on a novel drug delivery system for ibuprofen that includes performance assessments relevant to permeation. It is likely to include data suitable for the permeation dataset given the emphasis on dissolution and absorption enhancement.
MED,27721352,27721352.0,10.3390/pharmaceutics2020209,A Comparative Study of Transmembrane Diffusion and Permeation of Ibuprofen across Synthetic Membranes Using Franz Diffusion Cells.,"Synthetic membranes used in Franz diffusion cells for topical formulation quality assessment should provide least resistance to drug diffusion. In this study, the diffusion rates of ibuprofen across thirteen membranes were determined using Franz diffusion cells. Correlation of the membrane thickness, pore size and MWCO with drug fluxes was also made. The drug diffusion results showed that the porous membranes were categorized into high-flux (8-18 mg/cm²/h) and low-flux (0.1-3 mg/cm²/h) membranes. The drug fluxes did not show strong correlations (r² < 0.99) with membrane parameters. Synthetic membranes can give variable drug fluxes, thus investigators should be careful in choosing membrane for formulation quality assessment.",2010,,"Ng SF, Rouse J, Sanderson D, Eccleston G.",https://doi.org/10.3390/pharmaceutics2020209,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVPT,,no,synthetic_membrane,"['Diffusion rates across membranes', 'Details on membrane characteristics', 'Statistical analyses of drug flux correlations']",,0.9,now,yes,yes,"The study specifically investigates ibuprofen diffusion using Franz diffusion cells, providing valuable data on synthetic membrane performance."
MED,30961125,30961125.0,10.3390/polym10111200,Cationic Moieties in Polystyrene Gels Swollen with d-Limonene Improved Transdermal Delivery System.,"d-limonene, a terpene and natural compound, has been found to be an excellent penetration enhancer for transdermal drug delivery (TDD). It hence has been incorporated within various transdermal formulations. Herein, we report the application of polystyrene gel swollen with d-limonene and its derivatives for TDD. Poly(styrene-<i>co</i>-divinylbenzene) (PS gel), poly(styrene-<i>co</i>-divinylbenzene-<i>co</i>-4-vinylpyridine) (PS-4VP) gel and poly(styrene-<i>co</i>-divinylbenzene-<i>co</i>-(vinylbenzyl) trimethylammonium chloride) (PS-VBAC gel) were employed as chemical gels to improve the stability of the TDD substrates. The drug permeation properties from the PS gels swollen in limonene were examined, regarding the effect of its network density as well as their rheological properties. The lowest density of the network showed the highest steady flux of the permeation at 43.7 ± 0.3 μg/cm². FT-IR spectra were confirmed for PS-4VP and PS-VBAC, bearing cationic moieties and they could control the release of ibuprofen by the electrostatic interaction at the interface of organogel and skin. The steady state flux of skin permeation got low values from 55.2 ± 0.8 to 11.6 ± 2.0 μg/cm², when the cationic moieties were increased. Moreover, the chemical network of PS gel swollen in limonene showed high mechanical stability illustrated by elastic modulus (G') of about 98 kPa for 10% cross-linked PS gel. The developed PS gels swollen in limonene show highly promising results, suggesting their possible application in TDD.",2018,,"Charoensumran P, Ajiro H.",https://www.mdpi.com/2073-4360/10/11/1200/pdf?version=1540627648,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVPT,,yes,skin,"['Details on ibuprofen formulation', 'Specific data on permeation rates', 'Comparative analysis with other enhancers']",,0.9,now,yes,yes,"This study explicitly discusses the transdermal delivery of ibuprofen and employs diffusion cells, making it highly relevant for the dataset."
MED,32630040,32630040.0,10.3390/polym12071473,Design and Preparation of New Multifunctional Hydrogels Based on Chitosan/Acrylic Polymers for Drug Delivery and Wound Dressing Applications.,"The dynamic evolution of materials with medical applications, particularly for drug delivery and wound dressing applications, gives impetus to design new proposed materials, among which, hydrogels represent a promising, powerful tool. In this context, multifunctional hydrogels have been obtained from chemically modified chitosan and acrylic polymers as cross-linkers, followed by subsequent conjugation with arginine. The hydrogels were finely tuned considering the variation of the synthetic monomer and the preparation conditions. The advantage of using both natural and synthetic polymers allowed porous networks with superabsorbent behavior, associated with a non-Fickian swelling mechanism. The in vitro release profiles for ibuprofen and the corresponding kinetics were studied, and the results revealed a swelling-controlled release. The biodegradability studies in the presence of lysozyme, along with the hemostatic evaluation and the induced fibroblast and stem cell proliferation, have shown that the prepared hydrogels exhibit characteristics that make them suitable for local drug delivery and wound dressing.",2020,,"Duceac IA, Verestiuc L, Dimitriu CD, Maier V, Coseri S.",https://doi.org/10.3390/polym12071473,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,both,"['Specifics on ibuprofen formulation', 'Detailed diffusion cell setup', 'Quantitative release data', 'Comparison of release kinetics with other formulations']",,0.9,now,no,yes,"The abstract discusses in vitro release profiles for ibuprofen from hydrogels, indicating relevance to permeation studies. It mentions the synthesis and characterization of materials, suggesting formulation details are included."
MED,32858818,32858818.0,10.3390/polym12091921,Preparation of Cross-Linked Graphene Oxide on Polyethersulfone Membrane for Pharmaceuticals and Personal Care Products Removal.,"The unique two-dimensional structure and chemical properties of graphene oxide (GO) provide a convenient method for preparing novel membranes. In this study, GO membranes were prepared through filtration by a pressure-assisted self-assembly method involving the cross-linking of three diamine monomers on a polyethersulfone (PES) support. The different small molecular diamines, ethylenediamine, butanediamine, and p-phenylenediamine, were introduced as cross-linking agents to investigate the effect of diamine on the properties of GO membranes. The hydrophobic substances ibuprofen, gemfibrozil, and triclosan were selected as target pharmaceuticals and personal care products (PPCPs). The adsorption and molecular sieving activities of PPCPs by cross-linked GO membranes at a pH of 3 were investigated. The permeate water was analyzed for dissolved organic carbon, ultraviolet absorption at 254 nm, molecular weight distribution, and fluorescence excitation-emission matrices. The results showed that the removal of hydrophobic PPCPs by GO membranes was mainly due to their adsorption and molecular sieving activities. Adsorption was mainly determined by the hydrophilic and hydrophobic properties of the membranes and PPCPs. The interception effect was mainly determined by the interlayer spacing between the GO membranes and the molecular weight and steric hindrance of the PPCPs. A smaller spacing of the GO membrane layers resulted in greater steric hindrance and a higher removal rate.",2020,,"Lou Y, Tan FJ, Zeng R, Wang M, Li P, Xia S.",https://www.mdpi.com/2073-4360/12/9/1921/pdf?version=1598524583,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Methodology on diffusion cell usage', 'Specifics on ibuprofen permeation rates', 'Details on formulation of GO membranes']",,0.7,later,no,yes,"The study focuses on the removal of ibuprofen using GO membranes, which implies potential relevance to ibuprofen permeation studies, though the use of Franz diffusion cells is not explicitly mentioned."
MED,33925498,33925498.0,10.3390/polym13091413,Bioactive Ibuprofen-Loaded PLGA Coatings for Multifunctional Surface Modification of Medical Devices.,"To modulate the biofunctionality of implantable medical devices commonly used in clinical practice, their surface modification with bioactive polymeric coatings is an attractive and successful emerging strategy. Biodegradable coatings based on poly(lactic acid-<i>co</i>-glycolic acid), PLGA, represent versatile and safe candidates for surface modification of implantable biomaterials and devices, providing additional tunable ability for topical delivery of desired therapeutic agents. In the present study, Ibuprofen-loaded PLGA coatings (PLGA/IBUP) were obtained by using the dip-coating and drop-casting combined protocol. The composite materials demonstrated long-term drug release under biologically simulated dynamic conditions. Reversible swelling phenomena of polymeric coatings occurred in the first two weeks of testing, accompanied by the gradual matrix degradation and slow release of the therapeutic agent. Irreversible degradation of PLGA coatings occurred after one month, due to copolymer's hydrolysis (evidenced by chemical and structural modifications). After 30 days of dynamic testing, the cumulative release of IBUP was ~250 µg/mL. Excellent cytocompatibility was revealed on human-derived macrophages, fibroblasts and keratinocytes. The results herein evidence the promising potential of PLGA/IBUP coatings to be used for surface modification of medical devices, such as metallic implants and wound dressings.",2021,,"Gherasim O, Popescu-Pelin G, Florian P, Icriverzi M, Roseanu A, Mitran V, Cimpean A, Socol G.",https://www.mdpi.com/2073-4360/13/9/1413/pdf?version=1619597555,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Details of the in vitro release methodology', 'Specifics of the diffusion cell setup', 'Data on drug concentration over time', 'Effects of coating on permeability', 'Comparative analysis with control formulations']",,0.9,now,no,yes,"The study focuses on the release characteristics of ibuprofen from PLGA coatings, relevant to in vitro permeation. It provides clear details about the release kinetics and formulations used, making it suitable for further investigation."
MED,34205186,34205186.0,10.3390/polym13111863,In Situ Photopolymerization of Acrylamide Hydrogel to Coat Cellulose Acetate Nanofibers for Drug Delivery System.,"In this study we developed electrospun cellulose acetate nanofibers (CANFs) that were loaded with a model non-steroidal anti-inflammatory drug (NSAID) (ibuprofen, Ib) and coated with poly(acrylamide) (poly-AAm) hydrogel polymer using two consecutive steps: an electrospinning process followed by photopolymerization of AAm. Coated and non-coated CANF formulations were characterized by several microscopic and spectroscopic techniques to evaluate their physicochemical properties. An analysis of the kinetic release profile of Ib showed noticeable differences due to the presence or absence of the poly-AAm hydrogel polymer. Poly-AAm coating facilitated a constant release rate of drug as opposed to a more conventional burst release. The non-coated CANFs showed low cumulative drug release concentrations (ca. 35 and 83% at 5 and 10% loading, respectively). Conversely, poly-AAm coated CANFs were found to promote the release of drug (ca. 84 and 99.8% at 5 and 10% loading, respectively). Finally, the CANFs were found to be superbly cytocompatible.",2021,,"Attia MF, Montaser AS, Arifuzzaman M, Pitz M, Jlassi K, Alexander-Bryant A, Kelly SS, Alexis F, Whitehead DC.",https://www.mdpi.com/2073-4360/13/11/1863/pdf?version=1622773900,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,uncertain,,yes,uncertain,"['Details on ibuprofen concentration and release rates', 'Specifics on diffusion cell setup', 'Comparative analysis of coated vs. non-coated CANFs', 'Cytocompatibility data and methods']",,0.9,now,no,yes,"The study involves ibuprofen and evaluates its release from a drug delivery system using electrospun nanofibers, which is relevant for permeation analysis."
MED,35890730,35890730.0,10.3390/polym14142954,Formulation and In Vitro Characterization of a Vacuum-Dried Drug-Polymer Thin Film for Intranasal Application.,"Intranasal drug applications show significant therapeutic potential for diverse pharmaceutical modalities. Because the formulation applied to the nasal cavity is discharged to the pharyngeal side by mucociliary clearance, the formulation should be dissolved effectively in a limited amount of mucus within its retention time in the nasal cavity. In this study, to develop novel formulations with improved dissolution behavior and compatibility with the intranasal environment, a thin-film formulation including drug and polymer was prepared using a vacuum-drying method. The poorly water-soluble drugs ketoprofen, flurbiprofen, ibuprofen, and loxoprofen were dissolved in a solvent comprising water and methanol, and evaporated to obtain a thin film. Physical analyses using differential scanning calorimetry (DSC), powder X-ray diffraction analysis (PXRD), and scanning electron microscopy SEM revealed that the formulations were amorphized in the film. The dissolution behavior of the drugs was investigated using an in vitro evaluation system that mimicked the intranasal physiological environment. The amorphization of drugs formulated with polymers into thin films using the vacuum-drying method improved the dissolution rate in artificial nasal fluid. Therefore, the thin film developed in this study can be safely and effectively used for intranasal drug application.",2022,,"Inoue D, Yamashita A, To H.",https://www.mdpi.com/2073-4360/14/14/2954/pdf?version=1658392207,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Detailed experimental methods for in vitro testing', 'Exact formulations of the drug-polymer system', 'Dissolution rates compared to existing formulations']",,0.8,now,no,yes,"The study focuses on the formulation and characterization of ibuprofen in a thin film for intranasal delivery, including an in vitro evaluation system. It is relevant to permeation studies."
MED,36850075,36850075.0,10.3390/polym15040791,"Chitin-Glucan Complex Hydrogels: Physical-Chemical Characterization, Stability, In Vitro Drug Permeation, and Biological Assessment in Primary Cells.","Chitin-glucan complex (CGC) hydrogels were fabricated by coagulation of the biopolymer from an aqueous alkaline solution, and their morphology, swelling behavior, mechanical, rheological, and biological properties were studied. In addition, their in vitro drug loading/release ability and permeation through mimic-skin artificial membranes (Strat-M) were assessed. The CGC hydrogels prepared from 4 and 6 wt% CGC suspensions (Na5<sub>1</sub>*<sup>4</sup> and Na5<sub>1</sub>*<sup>6</sup> hydrogels, respectively) had polymer contents of 2.40 ± 0.15 and 3.09 ± 0.22 wt%, respectively, and displayed a highly porous microstructure, characterized by compressive moduli of 39.36 and 47.30 kPa and storage moduli of 523.20 and 7012.25 Pa, respectively. Both hydrogels had a spontaneous and almost immediate swelling in aqueous media, and a high-water retention capacity (>80%), after 30 min incubation at 37 °C. Nevertheless, the Na5<sub>1</sub>*<sup>4</sup> hydrogels had higher fatigue resistance and slightly higher-water retention capacity. These hydrogels were loaded with caffeine, ibuprofen, diclofenac, or salicylic acid, reaching entrapment efficiency values ranging between 13.11 ± 0.49% for caffeine, and 15.15 ± 1.54% for salicylic acid. Similar release profiles in PBS were observed for all tested APIs, comprising an initial fast release followed by a steady slower release. In vitro permeation experiments through Strat-M membranes using Franz diffusion cells showed considerably higher permeation fluxes for caffeine (33.09 µg/cm<sup>2</sup>/h) and salicylic acid (19.53 µg/cm<sup>2</sup>/h), compared to ibuprofen sodium and diclofenac sodium (4.26 and 0.44 µg/cm<sup>2</sup>/h, respectively). Analysis in normal human dermal fibroblasts revealed that CGC hydrogels have no major effects on the viability, migration ability, and morphology of the cells. Given their demonstrated features, CGC hydrogels are very promising structures, displaying tunable physical properties, which support their future development into novel transdermal drug delivery platforms.",2023,,"Araújo D, Rodrigues T, Roma-Rodrigues C, Alves VD, Fernandes AR, Freitas F.",https://doi.org/10.3390/polym15040791,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVPT,,yes,synthetic_membrane,"['Details on ibuprofen release profiles', 'Encapsulation efficiency specifics for ibuprofen', 'Comparative permeation data with other APIs', 'Discussion on the impact of formulation on permeability']",,0.9,now,yes,yes,"The study provides detailed information on in vitro permeation using Franz cells, specifically including ibuprofen among the tested APIs, making it relevant for the dataset."
